,Movie Title,Gross Revenue (USD),Genre
3125,Beginning of the Great Revival,"$151,305","Horror, Mystery, Sci-Fi"
3126,Plemya,"$150,564",Documentary
3127,The Unknown Girl,"$150,549","Documentary, News"
3128,Blade of the Immortal,"$150,532",Drama
3129,The Void,"$150,372","Crime, Drama, Western"
3130,Revenge of the Electric Car,"$150,307","Drama, Romance"
3131,Alive Inside,"$150,200",Documentary
3132,Simon och ekarna,"$150,109","Comedy, Drama, Romance"
3133,Little Woods,"$150,010","Drama, Thriller"
3134,Loud,"$150,000","Fantasy, Horror, Thriller"
3135,Deepsea Challenge,"$149,879",Documentary
3136,Samba,"$149,805",Drama
3137,Hanyo,"$149,757","Documentary, Biography, History"
3138,Jinn,"$149,337","Documentary, Biography, Music"
3139,Michael Moore in TrumpLand,"$149,090","Crime, Drama"
3140,Gun Hill Road,"$148,994","Biography, Drama"
3141,Chavela,"$148,666","Drama, War"
3142,Bad Reputation,"$148,568","Crime, Drama, Thriller"
3143,Museo,"$148,505","Documentary, Biography"
3144,Trial by Fire,"$148,504","Drama, Romance"
3145,"Syngué sabour, pierre de patience","$148,408","Drama, Fantasy, Horror"
3146,Dogman,"$148,225","Documentary, Biography"
3147,Eames: The Architect & The Painter,"$147,591","Horror, Thriller"
3148,One Great Love,"$147,511","Comedy, Drama"
3149,Thelma,"$147,391","Comedy, Romance"
3150,Halston,"$146,512","Drama, Romance"
3151,Deadly Renovations,"$146,146","Documentary, History, Music"
3152,A Coffee in Berlin,"$146,135",Drama
3153,The Girl In the Orange Dress,"$146,103","Documentary, Biography, Drama"
3154,Touched with Fire,"$146,070",Drama
3155,Hecho en México,"$145,936","Adventure, Drama"
3156,I Wish,"$145,697","Biography, Crime, Drama"
3157,Framing John DeLorean,"$145,625","Drama, Family"
3158,Mother of George,"$145,400",Documentary
3159,Kicks,"$145,368",Musical
3160,Carlos,"$145,118","Drama, War"
3161,Resolution Song,"$145,000",Documentary
3162,The Last Dalai Lama?,"$144,934",Thriller
3163,Irving Berlin's Holiday Inn The Broadway Musical,"$144,550","Comedy, Drama, Romance"
3164,Tangerines,"$144,501",Drama
3165,Narco Cultura,"$144,405","Biography, Drama, Music"
3166,From Beneath,"$144,123","Documentary, Music"
3167,Hampstead,"$143,819","Comedy, Drama"
3168,Manifesto,"$143,656","Comedy, Drama"
3169,Desert Dancer,"$143,653","Comedy, Drama, Mystery"
3170,Thunder Soul,"$143,568","Comedy, Fantasy, Horror"
3171,This Must Be the Place,"$142,242",Drama
3172,Hrútar,"$141,922",Comedy
3173,Cold Weather,"$141,358",Drama
3174,John Dies at the End,"$141,307","Drama, Romance"
3175,Krisha,"$140,779","Drama, Romance"
3176,Luv Shuv Tey Chicken Khurana,"$140,035","Comedy, Drama"
3177,Midnight's Children,"$139,644","Action, Comedy, Drama"
3178,To Love Some Buddy,"$139,525",Comedy
3179,A Brilliant Young Mind,"$139,511","Crime, Drama"
3180,Give Me Liberty,"$139,295","Crime, Drama"
3181,Rangeelay,"$139,074","Animation, Action, Crime"
3182,High School,"$139,034","Documentary, History"
3183,Bir Zamanlar Anadolu'da,"$138,730","Drama, Romance"
3184,LUV,"$138,634","Comedy, Drama, Musical"
3185,Gekijouban Psycho-Pass,"$138,366","Documentary, Biography"
3186,Who Will Write Our History,"$138,039","Animation, Drama, Sci-Fi"
3187,Rafiki,"$137,968","Comedy, Drama"
3188,The Last Five Years,"$137,945","Documentary, Comedy, Music"
3189,Ingrid Bergman: In Her Own Words,"$137,927","Action, Adventure, Comedy"
3190,The Congress,"$137,815","Documentary, Biography, History"
3191,Listen Up Philip,"$137,600",Documentary
3192,Mistaken for Strangers,"$137,460","Action, Drama, History"
3193,The Weathered Underground,"$137,405","Comedy, Drama, Romance"
3194,Good Ol' Freda,"$136,742",Drama
3195,We Are Triathletes,"$136,236","Drama, Horror"
3196,Sai de ke · ba lai: Tai yang qi,"$136,166","Comedy, Music, Romance"
3197,Seumool,"$136,125",Comedy
3198,The Kind Words,"$135,382",Comedy
3199,Ghost Stories,"$135,095","Biography, Comedy, Drama"
3200,Tumbledown,"$135,026","Animation, Adventure, Drama"
3201,Sa jiao nu ren zui hao ming,"$135,002",Documentary
3202,Labios rojos,"$134,906","Biography, Drama"
3203,Love Ranch,"$134,904","Documentary, Drama, Family"
3204,Okko's Inn,"$134,787",Drama
3205,Restless Creature: Wendy Whelan,"$134,717","Documentary, Sport"
3206,Palau the Movie,"$134,696",Documentary
3207,Dancing in Jaffa,"$134,484",Horror
3208,Le secret de Chanda,"$134,078","Documentary, Music"
3209,The Other Dream Team,"$133,778","Documentary, Animation, Biography"
3210,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It","$133,006","Documentary, History"
3211,The 16th Episode,"$133,000",Drama
3212,Björk: Biophilia Live,"$132,949",Drama
3213,Is the Man Who Is Tall Happy?,"$132,409","Documentary, History, News"
3214,Dawson City: Frozen Time,"$132,369","Family, Sport"
3215,Redwood Highway,"$132,297",Drama
3216,Manglehorn,"$132,075",Documentary
3217,How to Survive a Plague,"$132,055","Animation, Family"
3218,The Rocket,"$132,000","Crime, Thriller"
3219,The Death and Life of John F. Donovan,"$131,955",Comedy
3220,Kumaré,"$131,417",Romance
3221,Peppa Celebrates Chinese New Year,"$131,225",Biography
3222,Raja Natwarlal,"$131,105",Drama
3223,E gun tian shi,"$131,058","Documentary, Biography, News"
3224,Zhi zi hua kai,"$131,007","Comedy, Drama, Romance"
3225,Le métis de Dieu,"$130,661",Drama
3226,The New Girlfriend,"$130,265","Comedy, Drama"
3227,Requiem for the American Dream,"$130,152",Drama
3228,Bangalore Days,"$130,000","Animation, Adventure, Family"
3229,Tomboy,"$129,834","Comedy, Drama"
3230,Mississippi Grind,"$129,747","Action, Crime, Thriller"
3231,Moka,"$129,547","Fantasy, Horror, Mystery"
3232,O Menino e o Mundo,"$129,479","Documentary, Biography"
3233,Support the Girls,"$129,124","Comedy, Horror"
3234,Kung Fu Jungle,"$129,115",Thriller
3235,Tigers Are Not Afraid,"$129,078",Documentary
3236,Jay Myself,"$128,703",Drama
3237,DOTGA: Da One That Ghost Away,"$128,630","Action, Crime, Drama"
3238,The Loneliest Planet,"$128,519","Documentary, War"
3239,Eating Animals,"$128,503","Crime, Thriller"
3240,The Other Story,"$128,442","Comedy, Family, Sci-Fi"
3241,I Saw the Devil,"$128,392","Documentary, History"
3242,City of Ghosts,"$128,015","Action, Crime, Drama"
3243,Cop Car,"$128,002","Action, Crime, Drama"
3244,Joker,"$127,954","Documentary, Biography, History"
3245,Stonewall Uprising,"$127,940","Action, Adventure, Drama"
3246,Du zhan,"$127,877","Animation, Short"
3247,Game,"$127,759","Documentary, Biography, Music"
3248,Gore Vidal: The United States of Amnesia,"$127,743","Drama, Mystery, Sci-Fi"
3249,Xin hai ge ming,"$127,437","Biography, Drama, History"
3250,Requiem for a Wish 2,"$127,000",Drama
3251,A Band Called Death,"$125,856","Comedy, Drama"
3252,Europa Report,"$125,687",Drama
3253,The Young Karl Marx,"$125,659","Comedy, Romance"
3254,BPM (Beats Per Minute),"$125,189","Documentary, News"
3255,Lost & Found,"$125,173","Comedy, Drama, Romance"
3256,Stereotype,"$125,000","Action, Adventure, Fantasy"
3257,"Turn Me On, Dammit!","$124,443","Documentary, Biography, Comedy"
3258,Al midan,"$124,244","Action, Biography, Crime"
3259,Fukrey,"$124,221","Comedy, Romance, Sci-Fi"
3260,The Thousand Faces of Dunjia,"$124,187","Biography, Drama"
3261,An Honest Liar,"$124,031","Crime, Drama, Thriller"
3262,The Masked Saint,"$123,777",Horror
3263,Wo zhi nv ren xin,"$123,526","Drama, Musical, Romance"
3264,Mary Magdalene,"$123,161","Action, Drama, History"
3265,Krigen,"$122,902","Adventure, Comedy, Crime"
3266,The Human Centipede II (Full Sequence),"$122,890","Documentary, Music"
3267,Make Your Move,"$122,293",Comedy
3268,Centurion,"$122,288","Documentary, History, Music"
3269,God Bless America,"$122,029","Documentary, Biography, Music"
3270,Sigur Rós: Inni,"$122,009","Horror, Mystery, Thriller"
3271,Family,"$121,545","Short, Drama"
3272,A Tuba to Cuba,"$121,512",Documentary
3273,The Punk Singer,"$121,418",Drama
3274,Afflicted,"$121,179","Documentary, Music"
3275,Afflicted,"$121,179","Biography, Drama"
3276,Blood Brother,"$121,160",Comedy
3277,Boulevard,"$121,150",Documentary
3278,Miss Sharon Jones!,"$120,770","Documentary, Action, Biography"
3279,Becoming Astrid,"$120,486","Crime, Drama, Thriller"
3280,Lost and Found in Armenia,"$120,480",Comedy
3281,Hockney,"$120,391","Crime, Drama, Horror"
3282,Spark: A Burning Man Story,"$120,059",Drama
3283,Trust,"$120,016",Horror
3284,Lola's Love Shack,"$120,000",Drama
3285,The Road,"$120,000","Crime, Drama, History"
3286,Down by the River,"$120,000",Comedy
3287,The 12 Day Smile,"$120,000","Adventure, Drama, Family"
3288,Sweet Bean,"$119,949",Documentary
3289,Bel Ami,"$119,919",Drama
3290,Avant qu'on explose,"$119,894","Drama, Musical, Romance"
3291,Cowgirls 'n Angels,"$119,782","Drama, Romance"
3292,The Last Mountain,"$119,697","Comedy, Drama"
3293,The Forgiveness of Blood,"$119,683",Drama
3294,Beloved,"$119,608",Documentary
3295,A Journey Through Time with Antony,"$119,376","Drama, Sci-Fi, Thriller"
3296,Digging for Fire,"$119,364",Drama
3297,Gwi-hyang,"$119,113","Action, Thriller"
3298,Seasons,"$119,091","Adventure, Drama"
3299,Z for Zachariah,"$118,483","Documentary, Biography"
3300,Remember the Goal,"$118,467",Documentary
3301,Explosion,"$118,384","Animation, Action, Crime"
3302,Till The End Of The World,"$118,352","Crime, Drama, Mystery"
3303,The Great Buster,"$118,344","Documentary, Western"
3304,Buena Vista Social Club: Adios,"$118,253","Documentary, Music"
3305,"Ruben Brandt, Collector","$117,963","Action, Comedy, Crime"
3306,The Reports on Sarah and Saleem,"$117,479",Musical
3307,Bisbee '17,"$117,470","Documentary, Adventure"
3308,Ryuichi Sakamoto: Coda,"$117,460","Drama, Horror"
3309,Wild Target,"$117,190","Comedy, Mystery, Romance"
3310,George Takei's Allegiance,"$117,162","Comedy, Drama, Romance"
3311,Storm Surfers 3D,"$117,090","Drama, Romance"
3312,Slaughter Creek,"$116,487",Documentary
3313,Kaboom,"$116,478","Documentary, Music"
3314,5 to 7,"$116,400",Drama
3315,Yossi,"$116,207","Sci-Fi, Thriller"
3316,Blank City,"$116,037",Horror
3317,Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,"$115,871","Action, Drama, Thriller"
3318,Just 45 Minutes from Broadway,"$115,771",Drama
3319,Mob Psycho 100,"$115,766",Documentary
3320,Gonjiam: Haunted Asylum,"$115,252",Documentary
3321,Caged No More,"$114,903","Documentary, Biography, History"
3322,Nostalgia,"$114,603","Crime, Drama, Thriller"
3323,Fire at Sea,"$114,535","Comedy, Drama, Music"
3324,Beware of Mr. Baker,"$114,271",Comedy
3325,Eva Hesse,"$114,105","Drama, Romance"
3326,An Act of War,"$114,000","Biography, Drama, History"
3327,Bodied,"$113,956","Comedy, Fantasy"
3328,"We Love You, Sally Carmichael!","$113,324","Drama, Mystery, Thriller"
3329,Love After Love,"$113,074","Biography, Drama, History"
3330,The Liberator,"$113,067",Documentary
3331,Slack Bay,"$112,621",Drama
3332,La femme du Vème,"$112,498","Documentary, Biography, Fantasy"
3333,The King's Choice,"$112,443","Animation, Comedy, Family"
3334,"Hale County This Morning, This Evening","$112,282","Biography, Crime, Drama"
3335,The Measure of a Man,"$112,061","Drama, Mystery, Romance"
3336,Marwencol,"$112,036","Comedy, Drama"
3337,Monster Family,"$112,014","Comedy, Drama, Family"
3338,Victor,"$111,594","Documentary, War"
3339,Mistérios de Lisboa,"$110,507","Action, Drama, History"
3340,The Obama Effect,"$110,251","Animation, Adventure, Comedy"
3341,Kaptaan,"$109,993","Action, Crime, Thriller"
3342,Five Broken Cameras,"$109,983",Documentary
3343,Memories of the Sword,"$109,972",Documentary
3344,Lu Over the Wall,"$109,857","Action, Biography, Drama"
3345,The Negotiation,"$109,856","Animation, Adventure, Drama"
3346,Follow Me: The Yoni Netanyahu Story,"$109,762","Documentary, Biography, History"
3347,Spinning Plates,"$109,757",Drama
3348,Ignatius of Loyola,"$109,653","Drama, History, War"
3349,Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,"$109,630","Documentary, Biography, History"
3350,Nas: Time Is Illmatic,"$109,300","Documentary, Drama"
3351,Beyond the Hills,"$109,248",Drama
3352,The Captain,"$109,226",Adventure
3353,The Look of Silence,"$109,089","Comedy, Drama"
3354,The Overnighters,"$108,814",Drama
3355,In Between,"$107,977","Animation, Comedy, Drama"
3356,Against the Wild 2: Survive the Serengeti,"$107,953","Drama, History"
3357,The Perfect Family,"$107,721",Action
3358,The Artist and the Model,"$107,300","Drama, Romance"
3359,The Trouble with Terkel,"$107,284","Crime, Drama, History"
3360,Augustine,"$107,114","Comedy, Drama, Romance"
3361,Take Point,"$107,018","Comedy, Drama"
3362,The Beauty Inside,"$107,004","Documentary, Drama, Family"
3363,Escobar: Paradise Lost,"$106,869","Short, Drama, Sci-Fi"
3364,Hello I Must Be Going,"$106,709",Documentary
3365,Like Crazy,"$106,547",Comedy
3366,Bonobos: Back to the Wild,"$106,411","Adventure, Family"
3367,Roar,"$106,353","Action, Adventure, Comedy"
3368,The Brink,"$106,057","Documentary, Biography"
3369,Road Hard,"$105,943","Documentary, Music"
3370,"Belle and Sebastian, Friends for Life","$105,746",Documentary
3371,Airpocalypse,"$105,678","Action, Crime"
3372,"Love, Cecil","$105,466","Adventure, Comedy, Drama"
3373,Big Star: Nothing Can Hurt Me,"$105,030",Documentary
3374,Zero Days,"$104,906","Comedy, Drama"
3375,Fabricated City,"$104,874","Crime, Drama"
3376,Aferim!,"$104,706",Documentary
3377,Abacus: Small Enough to Jail,"$104,621","Comedy, Drama, Romance"
3378,Adult Beginners,"$104,415","Comedy, Crime"
3379,God's Pocket,"$104,401",Documentary
3380,Steve Jobs: The Lost Interview,"$104,286","Action, Comedy, Crime"
3381,Namaste England,"$104,079","Comedy, Romance"
3382,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,"$104,013",Drama
3383,Best Worst Thing That Ever Could Have Happened...,"$104,005",Comedy
3384,Geolkapseu,"$103,936","Comedy, Drama, Romance"
3385,Results,"$103,887","Animation, Short"
3386,Memoir of War,"$103,636","Drama, Fantasy, Horror"
3387,Happy Phirr Bhag Jayegi,"$103,385",Comedy
3388,The Romantics,"$103,280","Documentary, Biography"
3389,Requiem for a Wish,"$103,000","Drama, Romance, Thriller"
3390,Demon,"$102,971","Action, Horror, Thriller"
3391,Puerto Ricans in Paris,"$102,890","Documentary, Biography"
3392,Filmworker,"$102,609","Drama, Fantasy, Romance"
3393,Ismael's Ghosts,"$102,510","Action, Horror, Thriller"
3394,The Divine Fury,"$102,472","Documentary, Biography, Music"
3395,Bettie Page Reveals All,"$102,378","Comedy, Crime, Drama"
3396,Upside Down,"$102,118","Comedy, Drama"
3397,Revenge,"$102,091","Drama, Music, Romance"
3398,Ain't in It for My Health: A Film About Levon Helm,"$102,057","Action, Adventure, Fantasy"
3399,Henry's Crime,"$101,882","Documentary, Music"
3400,Efes beyahasei enosh,"$101,713",Comedy
3401,God Help the Girl,"$101,542","Animation, Action, Sci-Fi"
3402,Mojin: The Worm Valley,"$101,516",Comedy
3403,Score: A Film Music Documentary,"$101,382","Drama, Romance"
3404,Computer Chess,"$101,218",Documentary
3405,Ghost in the Shell: The New Movie,"$101,203","Comedy, Drama"
3406,Feed the Fish,"$101,160",Documentary
3407,Hoje Eu Quero Voltar Sozinho,"$101,137",Drama
3408,Cameraperson,"$101,074",Documentary
3409,The Magic of Belle Isle,"$100,910","Drama, Romance"
3410,Wonders of the Sea,"$100,780",Drama
3411,"Oslo, 31. august","$100,713","Comedy, Drama, Romance"
3412,Freakonomics,"$100,675","Adventure, Drama, Thriller"
3413,A Boy. A Girl. A Dream.,"$100,552",Documentary
3414,"Guten Tag, Ramón","$100,412","Action, Drama"
3415,All About Nina,"$100,335",Documentary
3416,Walking Out,"$100,240","Crime, Drama"
3417,A Lego Brickumentary,"$100,240",Documentary
3418,Man of Tai Chi,"$100,144","Action, Crime, Drama"
3419,8: The Mormon Proposition,"$100,135",Documentary
3420,Anime nere,"$100,120",Comedy
3421,Rejoice and Shout,"$100,119","Documentary, Biography"
3422,Elite Squad 2: The Enemy Within,"$100,119","Short, Drama"
3423,National Gallery,"$100,100","Comedy, Drama"
3424,Qing sheng,"$100,026","Documentary, Musical"
3425,Bhutto,"$100,009","Biography, Drama, Romance"
3426,Blood Hero,"$100,000","Action, Horror, Sci-Fi"
3427,Last Weekend,"$100,000","Crime, Drama, Thriller"
3428,Our Last Tango,"$99,928","Drama, Thriller"
3429,Huang jin shi dai,"$99,872","Documentary, Family, History"
3430,V/H/S,"$99,770",Documentary
3431,Das letzte Schweigen,"$99,654","Action, Adventure, Comedy"
3432,360,"$99,603","Drama, Thriller"
3433,Ivory Tower,"$99,555","Drama, Romance"
3434,Meow Wolf: Origin Story,"$99,488","Comedy, Drama, Fantasy"
3435,The Young and Prodigious T.S. Spivet,"$99,462","Action, Crime, Thriller"
3436,Shadow Dancer,"$99,134",Documentary
3437,Last Night,"$98,986","Documentary, Adventure, Comedy"
3438,The Lure,"$98,818","Comedy, Fantasy, Horror"
3439,Unstoppable,"$98,508",Documentary
3440,Aida's Secrets,"$98,468","Comedy, Crime, Drama"
3441,Walking on Water,"$98,358","Documentary, Drama, History"
3442,Rubber,"$98,017","Comedy, Drama, Romance"
3443,Be Natural: The Untold Story of Alice Guy-Blaché,"$97,849","Adventure, Comedy, History"
3444,Gimme the Loot,"$97,768","Drama, Sport"
3445,I Called Him Morgan,"$97,711","Biography, Drama, History"
3446,"Tim Timmerman, Hope of America","$97,629","Documentary, News"
3447,Bongyi Kim Seon-dal,"$97,477",Comedy
3448,Champion,"$97,472",Documentary
3449,Mary Shelley,"$97,321","Drama, Romance"
3450,Escape Fire: The Fight to Rescue American Healthcare,"$97,316","Action, Drama"
3451,Poster Boys,"$97,049",Drama
3452,A Ballerina's Tale,"$96,900","Drama, War"
3453,Wuthering Heights,"$96,889",Drama
3454,Hardflip,"$96,734","Adventure, Crime, Drama"
3455,1915,"$96,682","Biography, Drama, History"
3456,Our Time Will Come,"$96,552",Drama
3457,The Mayor,"$96,299","Drama, Music"
3458,Sweet Country,"$95,609","Short, Horror"
3459,The Fencer,"$95,543",Drama
3460,Le capital,"$95,272","Biography, Crime, Drama"
3461,ABCD (Any Body Can Dance),"$95,236",Drama
3462,NM Slaughter House Ninas Nightmare,"$95,000","Documentary, Animation, Crime"
3463,Child's Pose,"$94,853",Drama
3464,El Angel,"$94,481",Documentary
3465,James White,"$94,464",Documentary
3466,Tower,"$94,329",News
3467,The Image Book,"$94,153",Documentary
3468,God the Father,"$94,025",Thriller
3469,American Promise,"$94,000","Short, Action"
3470,Margaret Atwood: Live in Cinemas,"$93,690","Horror, Thriller"
3471,Greedy Lying Bastards,"$93,511",Drama
3472,Let the Corpses Tan,"$93,409","Comedy, Drama"
3473,Reign of Judges: Title of Liberty - Concept Short,"$93,224","Crime, Drama, Mystery"
3474,I Spit on Your Grave,"$93,051",Documentary
3475,Past Life,"$93,048","Action, Crime, Drama"
3476,Other People,"$93,000","Documentary, Adventure, Biography"
3477,Man from Reno,"$92,918","Comedy, Drama"
3478,Sinatra in Palm Springs,"$92,820",Thriller
3479,Jie Jiu Wu Xian Sheng,"$92,696",Romance
3480,My Reincarnation,"$92,674","Action, Drama"
3481,Before You Know It,"$92,285","Documentary, Crime, Drama"
3482,Final: The Rapture,"$92,100","Action, Crime, Thriller"
