,Movie Title,Gross Revenue (USD),Genre
3733,Heroic Antics,"$63,051",Documentary
3734,Rang zi dan fei,"$63,012","Documentary, History"
3735,Heartbeats,"$62,985","Drama, Sci-Fi"
3736,Tang shan da di zhen,"$62,962",Documentary
3737,Cool It,"$62,713",Comedy
3738,Drunk Stoned Brilliant Dead,"$62,684","Animation, Fantasy, Mystery"
3739,Creative Control,"$62,480","Biography, Drama"
3740,"3100, Run and Become","$62,436","Animation, Action, Sci-Fi"
3741,The Tiger Hunter,"$62,398","Action, Comedy, Horror"
3742,Puella Magi Madoka Magica the Movie Part 2: Eternal,"$62,340","Comedy, Crime, Horror"
3743,Dom över död man,"$62,297","Documentary, Biography, Crime"
3744,Trigun: Badlands Rumble,"$62,027","Crime, Drama, Thriller"
3745,Hatchet II,"$62,000","Documentary, Biography"
3746,Tragedy Girls,"$61,899",Documentary
3747,If a Tree Falls: A Story of the Earth Liberation Front,"$61,794",Drama
3748,Viva Riva!,"$61,759","Biography, Drama"
3749,Mifune: The Last Samurai,"$61,691","Romance, Sport"
3750,Public Speaking,"$61,640","Comedy, Crime, Thriller"
3751,Sauvage / Wild,"$61,604","Comedy, Drama"
3752,The Dark Horse,"$61,505","Comedy, Crime, Drama"
3753,Backwards,"$61,465","Drama, Mystery, Thriller"
3754,The Art of the Steal,"$61,446",Drama
3755,Donald Cried,"$61,309","Romance, Sci-Fi, Thriller"
3756,Never Goin' Back,"$61,271","Documentary, Music"
3757,Too Late,"$60,438","Documentary, Biography, Drama"
3758,La jalousie,"$60,426","Documentary, History"
3759,How I Live Now,"$60,213",Documentary
3760,Presenting Princess Shaw,"$60,197",Drama
3761,Manolo: the Boy Who Made Shoes for Lizards,"$60,056","Comedy, Drama, Romance"
3762,Bowl of Dreams,"$60,000",Drama
3763,The Force,"$59,912",Documentary
3764,Siddharth,"$59,808","Comedy, Drama"
3765,3,"$59,774","Comedy, Drama"
3766,Where Is Kyra?,"$59,717","Drama, Fantasy, Romance"
3767,Limelight,"$59,654","Comedy, Crime, Drama"
3768,Bicycling with Molière,"$59,624","Comedy, Drama, Music"
3769,Feuchtgebiete,"$59,437","Crime, Drama"
3770,Siganitalja,"$59,425","Drama, Thriller, Western"
3771,Cheap Thrills,"$59,379","Documentary, History, Music"
3772,Ten Thousand Saints,"$59,333",Drama
3773,Bomb City,"$59,329",Documentary
3774,Frontera,"$59,306","Documentary, Biography, Drama"
3775,Bang! The Bert Berns Story,"$59,299","Documentary, Biography, Crime"
3776,Viper Club,"$59,130",Documentary
3777,Let the Fire Burn,"$59,033","Documentary, Family, News"
3778,Gregory Crewdson: Brief Encounters,"$58,978","Action, Sci-Fi, Thriller"
3779,Crime After Crime,"$58,840","Comedy, Horror"
3780,Sagrada: The Mystery of Creation,"$58,755","Drama, Fantasy, Mystery"
3781,Sweet Dreams,"$58,344",Documentary
3782,Lost Woods,"$58,240","Comedy, Drama, Romance"
3783,Cynthia,"$58,177",Drama
3784,Faust,"$58,104","Documentary, Biography, Sport"
3785,In Search of Greatness,"$58,090","Documentary, History"
3786,A Faithful Man,"$58,049","Biography, Drama, History"
3787,I Smile Back,"$57,678","Adventure, Comedy, Drama"
3788,The Trials of Muhammad Ali,"$57,579","Drama, Western"
3789,Harvest of Empire,"$57,566","Adventure, Comedy, Drama"
3790,Woman Walks Ahead,"$57,528",Documentary
3791,Microbe et Gasoil,"$57,491","Drama, Mystery, Thriller"
3792,The Duel,"$57,443",Documentary
3793,Ren zai jiong tu: Tai jiong,"$57,387",Horror
3794,Ramen Heads,"$57,345","Drama, Horror, Mystery"
3795,In My Sleep,"$57,190",Drama
3796,Do I Sound Gay?,"$57,000",Drama
3797,God of Vampires,"$56,705","Horror, Sci-Fi, Thriller"
3798,Borgman,"$56,474","Crime, Drama, Thriller"
3799,Max Rose,"$56,365","Documentary, News"
3800,Hatuna MeNiyar,"$56,177","Action, Comedy, Horror"
3801,Beyond the Black Rainbow,"$56,129","Documentary, News"
3802,Go for Sisters,"$55,963",Documentary
3803,Farmageddon,"$55,839",Documentary
3804,Cooties,"$55,749",Documentary
3805,Terms and Conditions May Apply,"$55,594",Drama
3806,The Gardener,"$55,523",Documentary
3807,Finding Joe,"$55,518","Comedy, Drama"
3808,The Paris Opera,"$55,482","Comedy, Drama"
3809,Flowers,"$55,479","Comedy, Romance"
3810,Heavy Water,"$55,446","Documentary, History, News"
3811,C.O.G.,"$55,301","Documentary, Thriller"
3812,Reality,"$55,261",Documentary
3813,Ming zhong zhu ding,"$55,239","Drama, Fantasy, Horror"
3814,Korengal,"$55,200","Drama, Mystery, Thriller"
3815,The Lovers & the Despot,"$55,180",Drama
3816,Into Eternity: A Film for the Future,"$55,167","Crime, Drama, Mystery"
3817,Clown,"$55,007","Drama, Fantasy, Horror"
3818,Operation Avalanche,"$55,000",Drama
3819,The Mountain,"$54,739","Drama, Mystery, Romance"
3820,Regression,"$54,734","Drama, History, Romance"
3821,Evidence of a Haunting,"$54,474","Drama, Romance"
3822,Ilo Ilo,"$54,071",Drama
3823,Wi-heom-han gyan-gye,"$54,000",Drama
3824,Les hommes libres,"$53,810","Drama, History, Romance"
3825,My King,"$53,809","Action, Crime, Thriller"
3826,Leonie!,"$53,692","Drama, Romance"
3827,The Turin Horse,"$53,690","Comedy, Drama"
3828,Beloved Sisters,"$53,686","Documentary, Comedy, Drama"
3829,Line of Duty,"$53,668","Documentary, Adventure, News"
3830,Half of a Yellow Sun,"$53,645",Drama
3831,Dirty Girl,"$53,630","Documentary, Music"
3832,The Other F Word,"$53,214","Drama, Romance"
3833,An Inconsistent Truth,"$53,109","Biography, Drama, Music"
3834,Aloft,"$52,961","Action, History"
3835,Twiceland,"$52,874","Drama, Fantasy, Horror"
3836,Being 17,"$52,713",Drama
3837,Django,"$52,692",Documentary
3838,God of War,"$52,659","Action, Comedy"
3839,Red Lights,"$52,624","Comedy, Drama"
3840,Plácido Domingo Gala,"$52,502",Documentary
3841,L'attesa,"$52,407","Comedy, Fantasy"
3842,L'image manquante,"$52,164","Drama, Fantasy"
3843,Extra Service,"$51,903",Action
3844,Hyeong,"$51,888","Documentary, Drama, News"
3845,Occupy Unmasked,"$51,787",Documentary
3846,Mei hao de yi wai,"$51,766","Documentary, Biography"
3847,Cemetery of Splendor,"$51,765","Short, Musical"
3848,Badrinath,"$51,546","Documentary, Sport"
3849,The Lottery,"$51,542",Drama
3850,Women Art Revolution,"$51,530","Comedy, Romance"
3851,To Be Takei,"$51,481","Drama, History, Romance"
3852,Funky Butt,"$51,000","Drama, Romance"
3853,Venus and Serena,"$51,000",Documentary
3854,I Am Not A Witch,"$50,868","Fantasy, Mystery, Romance"
3855,Joahaejwo,"$50,839",Horror
3856,Ophelia,"$50,722","Action, Western"
3857,Hateship Loveship,"$50,573","Drama, Romance"
3858,Keep Quiet,"$50,451","Adventure, Drama, Western"
3859,Hua pi 2,"$50,425","Action, Drama"
3860,Clinton Road,"$50,400",Comedy
3861,In a Valley of Violence,"$50,381","Drama, Romance"
3862,L'ombre des femmes,"$50,291","Documentary, Music"
3863,The Retrieval,"$50,257","Action, Adventure, Comedy"
3864,Black '47,"$50,026",Drama
3865,The Discoverers,"$50,020","Action, Adventure, Comedy"
3866,Porcupine Lake,"$50,000","Comedy, Romance"
3867,Fiddlin',"$50,000","Documentary, Adventure, Biography"
3868,Turbo Kid,"$50,000","Drama, Thriller"
3869,Grzeli nateli dgeebi,"$50,000","Action, Crime, Drama"
3870,Fei chang xing yun,"$50,000","Drama, Family"
3871,At Middleton,"$49,953","Horror, Romance, Sci-Fi"
3872,The Last Man on the Moon,"$49,672","Documentary, Biography, Crime"
3873,The Canyons,"$49,494","Adventure, Drama, Mystery"
3874,In Order of Disappearance,"$49,284","Action, Crime, Drama"
3875,Fatima,"$49,086","Comedy, Drama"
3876,Spring,"$48,949","Documentary, Family, Western"
3877,The Internet's Own Boy: The Story of Aaron Swartz,"$48,911",Documentary
3878,The Ornithologist,"$48,837","Drama, Family, Music"
3879,The Bag Man,"$48,817","Comedy, Drama"
3880,Drama Meets Vengeance,"$48,721","Comedy, Crime, Thriller"
3881,American Mustang,"$48,700","Action, Drama, History"
3882,The China Hustle,"$48,650",Drama
3883,The One I Wrote for You,"$48,643","Animation, Adventure, Drama"
3884,Person to Person,"$48,499","Comedy, Drama"
3885,The Perfect Host,"$48,430",Drama
3886,Jing wu feng yun: Chen Zhen,"$48,398","Comedy, Drama"
3887,"Lebanon, Pa.","$48,381","Action, Western"
3888,Napping Princess,"$48,198","Drama, Romance"
3889,Natural Selection,"$48,153","Documentary, Biography, Music"
3890,Putty Hill,"$48,132",Documentary
3891,Viva la libertà,"$48,125",Documentary
3892,The Bounty Killer,"$48,091",Documentary
3893,Young & Beautiful,"$48,022","Documentary, History"
3894,"Love, Antosha","$48,021","Documentary, Family, Music"
3895,The Yes Men Are Revolting,"$48,000","Drama, Fantasy"
3896,God Loves Uganda,"$47,991","Documentary, Biography, Music"
3897,Saving Banksy,"$47,965",Documentary
3898,Runaway Slave,"$47,813","Drama, War"
3899,Quest,"$47,807",Documentary
3900,O Estranho Caso de Angélica,"$47,743",Drama
3901,Sing Your Song,"$47,718",Documentary
3902,Saving Brinton,"$47,419","Documentary, Crime, History"
3903,"1,000 Times Good Night","$47,331",Drama
3904,Surviving Progress,"$47,139",Drama
3905,A Master Builder,"$46,874","Documentary, History"
3906,Over Your Cities Grass Will Grow,"$46,834","Comedy, Drama, Romance"
3907,Twenty Two,"$46,796",Drama
3908,L'homme qui rit,"$46,704",Drama
3909,Journal d'une femme de chambre,"$46,675","Biography, Drama"
3910,Command and Control,"$46,603",Documentary
3911,LOL,"$46,500","Crime, Drama, Romance"
3912,Margaret,"$46,495",Drama
3913,Ma ma,"$46,476","Crime, Drama, Mystery"
3914,Bigger,"$46,382",Drama
3915,William S. Burroughs: A Man Within,"$46,380",Documentary
3916,Racer and the Jailbird,"$46,337","Documentary, Biography"
3917,La guerre est déclarée,"$46,225","Comedy, Romance"
3918,Under the Silver Lake,"$46,083","Comedy, Family, Fantasy"
3919,So B. It,"$46,006","Adventure, Family"
3920,In Jackson Heights,"$45,896","Action, Crime, Drama"
3921,Hal,"$45,889",Documentary
3922,Jewtopia,"$45,660",Comedy
3923,Girl Asleep,"$45,650","Crime, Drama, History"
3924,La nouvelle guerre des boutons,"$45,602","Drama, Mystery"
3925,High on the Hog,"$45,599","Crime, Mystery"
3926,Summer in the Forest,"$45,542","Drama, Music, Romance"
3927,3 Weeks in Yerevan,"$45,536",Documentary
3928,Texas Killing Fields,"$45,282","Comedy, Mystery"
3929,Wish You Were Here,"$45,267","Drama, Sci-Fi"
3930,Seong-nan Byeon-ho-sa,"$45,260","Short, Action, Crime"
3931,High Strung,"$45,255",Documentary
3932,There's No Place Like Utopia,"$45,254","Documentary, Music"
3933,Wrong,"$45,209",Thriller
3934,Before We Vanish,"$45,190","Comedy, Drama"
3935,Every Man for Himself,"$45,154",Drama
3936,The Proposal,"$45,149","Drama, Family"
3937,We Are X,"$45,028",Documentary
3938,Who Can you Trust II: Diamond's Revenge,"$45,000","Documentary, Biography, Sport"
3939,Sykt lykkelig,"$44,947","Crime, Drama, Mystery"
3940,Union Square,"$44,830",Documentary
3941,A Kid Like Jake,"$44,824","Documentary, Drama"
3942,Mademoiselle C,"$44,796",Thriller
3943,Ballplayer: Pelotero,"$44,689",Documentary
3944,Shanghai,"$44,689","Documentary, Adventure, Biography"
3945,The Pruitt-Igoe Myth,"$44,683","Biography, Drama, Music"
3946,Ai Weiwei: The Fake Case,"$44,611","Action, Drama, War"
3947,Beyond the Reach,"$44,577","Biography, Drama, Romance"
3948,What Is Democracy?,"$44,536","Documentary, Music"
3949,The Dog,"$44,532",Drama
3950,Low Down,"$44,500",Drama
3951,Op-pa saeng-gak,"$44,263","Documentary, Biography, Crime"
3952,Rodin,"$44,261","Adventure, Drama, History"
3953,Carmine Street Guitars,"$44,253","Biography, Drama, Romance"
3954,Entertainment,"$44,242","Drama, Romance"
3955,What Will People Say,"$44,156","Documentary, History"
3956,12 O'Clock Boys,"$44,108",Documentary
3957,Jack London's Love of Life,"$44,000",Documentary
3958,Flores Raras,"$43,838",Documentary
3959,Xiao shi dai 2: Qing mu shi dai,"$43,788","Comedy, Horror"
3960,Hitler's Hollywood,"$43,766",Documentary
3961,Tickling Giants,"$43,757",Comedy
3962,The Extraordinary Voyage,"$43,748","Documentary, Adventure, Comedy"
3963,My Journey Through French Cinema,"$43,742","Drama, Fantasy, Mystery"
3964,The Greasy Strangler,"$43,580",Documentary
3965,Tomorrow,"$43,471",Documentary
3966,Mastizaade,"$43,403","Comedy, Drama"
3967,Free Trip to Egypt,"$43,365","Documentary, Biography"
3968,Lost River,"$43,282","Comedy, Drama"
3969,Money for Nothing,"$43,213","Documentary, Biography"
3970,Big Men,"$43,191","Documentary, Sport"
3971,All Together,"$43,180",Drama
3972,Antonio Lopez 1970: Sex Fashion & Disco,"$43,169","Drama, Romance"
3973,Hermia & Helena,"$43,152","Crime, Drama, Thriller"
3974,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie","$43,108","Biography, Drama, Romance"
3975,Next Goal Wins,"$43,089","Biography, Drama, History"
3976,River of Fundament,"$43,057","Drama, Thriller"
3977,Battlecreek,"$42,884","Comedy, Crime, Mystery"
3978,First We Take Brooklyn,"$42,812",Drama
3979,Vita & Virginia,"$42,741","Adventure, Drama, Thriller"
3980,The Death of Louis XIV,"$42,694","Documentary, Biography, History"
3981,Woodshock,"$42,603",Documentary
3982,Poupoupidou,"$42,580","Drama, Fantasy, Mystery"
3983,Respire,"$42,297",Comedy
3984,Zaytoun,"$42,286","Comedy, Horror"
3985,Danny Says,"$42,237","Comedy, Drama"
3986,The Oath,"$42,117","Action, Crime, Drama"
3987,Closet Monster,"$41,866","Comedy, Drama"
3988,Familia Blondina,"$41,601","Action, Crime, Drama"
3989,Holla II,"$41,537",Drama
3990,One Week and a Day,"$41,528",Drama
3991,Blood Ties,"$41,229",Documentary
3992,The Comedy,"$41,113",Comedy
3993,Seeking Justice,"$41,081","Drama, Thriller"
3994,Western,"$41,072","Documentary, Action, History"
3995,Interior. Leather Bar.,"$40,862","Documentary, Biography, Sport"
3996,Last Call at the Oasis,"$40,846","Action, Adventure, Comedy"
3997,Maurice!,"$40,811","Action, Comedy, Drama"
3998,Hellion,"$40,753","Action, Mystery, Thriller"
3999,Hell and Back Again,"$40,634",Comedy
4000,Nowitzki: The Perfect Shot,"$40,602","Documentary, Animation"
4001,Wild Oats,"$40,598",Documentary
4002,The FP,"$40,557","Romance, Thriller"
4003,Deo Pon,"$40,516","Comedy, Romance"
4004,Slut in a Good Way,"$40,513","Drama, Romance"
4005,Liyana,"$40,413","Action, Adventure, Horror"
4006,Louder Than a Bomb,"$40,362","Drama, Sci-Fi"
4007,Road to Nowhere,"$40,294",Comedy
4008,Language of a Broken Heart,"$40,293","Documentary, Drama, History"
4009,The Beautiful Risk,"$40,254","Drama, Music"
4010,Aftershock,"$40,179","Comedy, Drama, Horror"
4011,Aniara,"$40,124","Drama, Mystery"
4012,Humor Me,"$40,099","Documentary, Biography"
4013,Unrest,"$40,081",Documentary
4014,CBGB,"$40,040",Drama
4015,The Last Circus,"$40,029",Comedy
4016,Submission,"$39,985","Action, Biography, Crime"
4017,Addiction Incorporated,"$39,974","Biography, Crime, Drama"
4018,GMO OMG,"$39,900",Comedy
4019,Decoding Annie Parker,"$39,850",Documentary
4020,Walk of Shame,"$39,751","Comedy, Drama, Romance"
4021,Paan Singh Tomar,"$39,567","Action, Crime, Drama"
4022,Charlie Says,"$39,502","Documentary, History"
4023,Is That a Gun in Your Pocket?,"$39,361",Drama
4024,Just One Drop,"$39,213","Documentary, Sport"
4025,The Myth of the American Sleepover,"$39,001","Action, Thriller"
4026,Bastille Day,"$39,000","Animation, Drama, Horror"
4027,What Our Fathers Did: A Nazi Legacy,"$38,987","Comedy, Horror"
4028,Post Tenebras Lux,"$38,911","Drama, Fantasy, Mystery"
4029,The Short Game,"$38,856",Comedy
4030,Soldiers of Fortune,"$38,842",Drama
4031,Birdboy: The Forgotten Children,"$38,786",Documentary
4032,Shed of the Dead,"$38,699",Horror
4033,Die Wand,"$38,674","Biography, Crime, Drama"
4034,Zilla and Zoe,"$38,609","Documentary, Adventure, Comedy"
4035,Spa Night,"$38,578",Drama
4036,Divide and Conquer: The Story of Roger Ailes,"$38,510","Comedy, Drama"
4037,Clarita,"$38,491","Documentary, History"
4038,Difret,"$38,449",Drama
4039,Ekspeditionen til verdens ende,"$38,406","Documentary, Drama"
4040,Arábia,"$38,399","Documentary, Biography"
4041,The Fairy,"$38,399",Drama
4042,Le dernier des injustes,"$38,396","Comedy, Romance"
4043,Concussion,"$38,361",Documentary
4044,People v. The State of Illusion,"$38,332",Documentary
4045,The Woodmans,"$38,330","Comedy, Drama"
4046,The Commune,"$38,265","Crime, Drama, Thriller"
4047,When Harry Tries to Marry,"$38,261","Crime, Drama, Mystery"
4048,Where Soldiers Come From,"$38,151","Action, Biography, Drama"
4049,Germans & Jews,"$38,100","Documentary, History, Music"
4050,It's a Disaster,"$38,100",Drama
4051,Child of God,"$37,949","Documentary, Crime, History"
4052,Lila & Eve,"$37,934",Documentary
4053,Yip Man: Jung gik yat zin,"$37,884","Drama, Romance"
4054,I Am the Blues,"$37,849","Documentary, Biography, History"
4055,Golden Exits,"$37,801",Comedy
4056,Granito,"$37,790","Drama, Romance, Thriller"
4057,The Heart of Nuba,"$37,788","Documentary, Sport"
4058,From the Land of the Moon,"$37,757",Documentary
4059,Wagner & Me,"$37,745","Documentary, Biography, Comedy"
4060,Oolong Courtyard: KungFu School,"$37,727","Comedy, Crime, Drama"
4061,Sleeping Beauty,"$37,710",Sci-Fi
4062,Rising from Ashes,"$37,673","Comedy, Drama"
4063,78/52: Hitchcock's Shower Scene,"$37,664",Drama
4064,Paul Williams Still Alive,"$37,649","Comedy, Drama, Music"
4065,En ganske snill mann,"$37,543","Documentary, Drama, History"
4066,Gray Matter,"$37,537",Documentary
4067,Krystal,"$37,516",Documentary
4068,On the Beach at Night Alone,"$37,489","Comedy, Crime"
4069,Rudderless,"$37,440","Comedy, Drama"
4070,Death by China,"$37,412","Comedy, History"
4071,School Life,"$37,381","Drama, Romance, Sport"
4072,NOW: In the Wings on a World Stage,"$37,200",Drama
4073,La mafia uccide solo d'estate,"$37,134","Comedy, Drama, Romance"
4074,Girls vs Gangsters,"$37,115","Documentary, Music"
4075,Return of the Hero,"$37,108","Comedy, Drama, Romance"
4076,Breath,"$37,108","Drama, Family, History"
4077,A Woman's Life,"$37,062",Documentary
4078,Before We Go,"$37,047",Drama
4079,The Quiet One,"$37,010","Drama, Mystery, Thriller"
4080,This Beautiful Fantastic,"$36,877",Documentary
4081,Savannah,"$36,746","Drama, Thriller"
4082,Searching for Ingmar Bergman,"$36,686","Drama, Romance"
4083,À tous ceux qui ne me lisent pas,"$36,506","Crime, Drama"
4084,"No Date, No Signature","$36,444",Documentary
4085,Our New President,"$36,382",Comedy
4086,Knock Knock,"$36,336","Comedy, Drama"
4087,The Sower,"$36,233","Documentary, Biography, History"
4088,Yardie,"$36,012","Animation, Adventure, Comedy"
4089,Welcome to Leith,"$36,010",Documentary
4090,The Inbetweeners,"$36,000","Adventure, Comedy, Crime"
4091,The House of Tomorrow,"$35,821","Comedy, Drama, Romance"
4092,Mumia: Long Distance Revolutionary,"$35,806",Documentary
4093,The Big Bad Fox and Other Tales,"$35,787",Documentary
4094,The Road Movie,"$35,757","Comedy, History, Mystery"
4095,Sightseers,"$35,722",Documentary
4096,Not Cool,"$35,688","Biography, Drama, Family"
4097,Finders Keepers,"$35,555","Action, Adventure"
4098,The Raft,"$35,281","Drama, Romance"
4099,"Kill Me, Deadly","$35,225",Drama
4100,Rat Film,"$35,195","Documentary, Biography"
4101,A Street Cat Named Bob,"$35,070","Documentary, Biography"
4102,Tai ji 2: Ying xiong jue qi,"$35,067","Action, Crime, Drama"
4103,La belle saison,"$35,034","Action, Drama"
4104,Touchy Feely,"$35,022","Drama, Family, Sport"
4105,Dancer,"$35,014",Documentary
4106,King Georges,"$35,006","Documentary, Biography, Drama"
4107,Broken Horses,"$35,000",Documentary
4108,Redemption,"$34,956","Animation, Action, Adventure"
4109,Underdogs,"$34,810",Documentary
4110,Comic-Con Episode IV: A Fan's Hope,"$34,665",Drama
4111,Paul Goodman Changed My Life,"$34,605","Animation, Action, Adventure"
4112,This Ain't No Mouse Music,"$34,555","Comedy, Crime, Drama"
4113,Rakuen Tsuiho: Expelled from Paradise,"$34,510","Biography, Comedy, Drama"
4114,Boxing Gym,"$34,502","Action, Comedy, Horror"
4115,24 Frames,"$34,482",Drama
4116,Gekijouban Tiger & Bunny: The Rising,"$34,471",Documentary
4117,Filth,"$34,321","Documentary, History"
4118,Eisenstein in Guanajuato,"$34,282","Animation, Music"
4119,Holy Hell,"$34,215","Adventure, Comedy, Fantasy"
4120,Songs My Brothers Taught Me,"$34,195","Crime, Drama"
4121,Orchestra of Exiles,"$34,188","Comedy, Mystery"
4122,Censored Voices,"$34,151","Drama, Romance"
4123,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,"$34,135",Drama
4124,Dave Made a Maze,"$34,117",Horror
4125,Starred Up,"$34,100","Adventure, Drama, History"
4126,The Forbidden Room,"$34,043","Drama, Romance"
4127,Open,"$34,022","Drama, Mystery, Thriller"
4128,The Wild Pear Tree,"$34,014",Comedy
4129,Killer Unicorn,"$33,901","Documentary, Biography, Romance"
4130,The Road to Freedom,"$33,893",Documentary
4131,Big Sur,"$33,621","Drama, War"
4132,White Bird in a Blizzard,"$33,518","Drama, Horror, Thriller"
4133,Comoara,"$33,508",Documentary
4134,Making the Boys,"$33,443","Crime, Drama, Horror"
4135,Far Out Isn't Far Enough: The Tomi Ungerer Story,"$33,428","Comedy, Drama"
4136,"En mai, fais ce qu'il te plaît","$33,275","Drama, History"
4137,Big Bad Wolves,"$33,232","Biography, Comedy, Drama"
4138,The Unknowns,"$33,145",Documentary
4139,Super Dark Times,"$33,109",Drama
4140,The Intervention,"$32,919","Comedy, Drama, Romance"
4141,Gosanja: Dae-dong-yeo Ji-do,"$32,893","Drama, Mystery, Romance"
4142,Queen & Country,"$32,869",Drama
4143,Bert Stern: Original Madman,"$32,864",Drama
4144,Lucky Them,"$32,853","Drama, Horror, Mystery"
4145,Last Cab to Darwin,"$32,848","Comedy, Romance"
4146,The Duke of Burgundy,"$32,630",Documentary
4147,Sollers Point,"$32,608","Drama, Thriller"
4148,An Elephant Sitting Still,"$32,556","Drama, Thriller"
4149,Knife + Heart,"$32,516","Comedy, Drama, Romance"
4150,I Give It a Year,"$32,514","Drama, Mystery"
4151,Spettacolo,"$32,494","Crime, Mystery, Thriller"
4152,An Acceptable Loss,"$32,427","Drama, Romance, Sci-Fi"
4153,Neighboring Sounds,"$32,240",Documentary
4154,Oneului yeonae,"$32,211","Documentary, Biography"
4155,Lu Bian Ye Can,"$32,164",Drama
4156,Goodland,"$32,140","Comedy, Drama, Romance"
4157,Equals,"$32,095","Animation, Family"
4158,Brimstone & Glory,"$32,059","Documentary, Biography, Drama"
4159,Moynihan,"$31,970",Drama
4160,October,"$31,870","Adventure, Thriller"
4161,Amira & Sam,"$31,849","Comedy, Drama, Romance"
4162,The Hero of Color City,"$31,826","Drama, Romance"
4163,Running from Crazy,"$31,761",Drama
4164,Film socialisme,"$31,733","Comedy, Crime, Romance"
4165,Table No. 21,"$31,658","Documentary, Biography, History"
4166,Meet Monica Velour,"$31,649","Documentary, Biography, History"
4167,Musical Chairs,"$31,478",Documentary
4168,Abus de faiblesse,"$31,430","Drama, Music"
4169,¡He matado a mi marido!,"$31,409","Fantasy, Horror, Musical"
4170,Sidemen: Long Road to Glory,"$31,399",Drama
4171,The Autobiography of Nicolae Ceausescu,"$31,396","Documentary, Biography, History"
4172,Whores' Glory,"$31,313","Horror, Thriller"
4173,Song One,"$31,250","Comedy, Drama, Romance"
4174,Good Manners,"$31,177","Drama, Western"
4175,It Felt Like Love,"$31,173","Crime, Drama"
4176,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'","$31,135","Drama, Romance"
4177,7 Witches,"$31,100","Drama, Horror, Thriller"
4178,Signature Move,"$31,080",Romance
4179,Poor Boy,"$31,031","Crime, Drama"
4180,Dark is the Night,"$31,000","Animation, Action, Adventure"
4181,Falling Overnight,"$31,000",Comedy
4182,Under the Shadow,"$30,999","Drama, Music"
4183,Vince & Kath & James,"$30,992","Crime, Drama, Thriller"
4184,A Ciambra,"$30,988",Documentary
4185,Phantom Boy,"$30,987","Documentary, Biography"
4186,Ang babae sa septic tank 2: #ForeverIsNotEnough,"$30,985","Biography, Drama"
4187,As I Open My Eyes,"$30,924","Drama, History, Horror"
4188,Small Town Murder Songs,"$30,858","Drama, Romance"
4189,GasLand,"$30,846","Drama, Romance"
4190,Ouwehoeren,"$30,810",Horror
4191,Pasolini,"$30,757","Horror, Sci-Fi, Thriller"
4192,A Field in England,"$30,716","Action, Crime, Drama"
4193,The Wound,"$30,678","Documentary, Biography, Music"
4194,Sorry Angel,"$30,628",Drama
4195,XX,"$30,611","Comedy, Drama"
4196,The Bay,"$30,474","Drama, Thriller"
4197,The Power of Few,"$30,444","Documentary, Biography, History"
4198,Hit So Hard,"$30,402","Documentary, Biography, Drama"
4199,Sophie and the Rising Sun,"$30,348","Comedy, Drama, Mystery"
4200,Happy Christmas,"$30,312","Action, Thriller"
4201,Nocturama,"$30,157","Documentary, Drama, Family"
4202,American Teacher,"$30,150",Drama
4203,Khodorkovsky,"$30,144","Drama, Romance"
4204,Mænd & høns,"$30,127","Action, Sci-Fi"
4205,Muran,"$30,116","Biography, Drama, History"
4206,The Seventh Fire,"$30,112","Action, Comedy, Drama"
4207,The Desert Bride,"$30,110",Documentary
4208,Desde allá,"$30,108","Drama, Family, Sport"
4209,Mr. X,"$30,097","Comedy, Drama, Mystery"
4210,Afterimage,"$30,093","Animation, Biography, Drama"
4211,Bad Game Sunday!,"$30,000","Comedy, Drama"
4212,Buddy,"$29,838",Documentary
4213,Hermano,"$29,828","Comedy, Horror"
4214,The Club,"$29,756",Drama
4215,Buñuel in the Labyrinth of the Turtles,"$29,700",Documentary
4216,Savage,"$29,700","Comedy, Romance"
4217,No Greater Love,"$29,639","Comedy, Crime"
4218,Der Vampir auf der Couch,"$29,610",Documentary
4219,Hide Away,"$29,604",Documentary
4220,A Fierce Green Fire,"$29,570","Comedy, Drama"
4221,The Dog Wedding,"$29,495",Documentary
4222,Paulette,"$29,494",Drama
4223,In Pursuit of Silence,"$29,440",Documentary
4224,Charm City,"$29,335","Documentary, Drama, Sport"
4225,Lemon,"$29,258","Comedy, Horror, Thriller"
4226,Time to Choose,"$29,233",Horror
4227,Runoff,"$29,227","Drama, Family, Romance"
4228,"Westwood: Punk, Icon, Activist","$29,213","Documentary, History"
4229,180° South,"$29,084",Drama
4230,The Trouble with Barry,"$29,058",Drama
4231,Her Cry: La Llorona Investigation,"$29,000","Action, Comedy"
4232,A Long Way Off,"$28,951","Action, Crime, Drama"
4233,Fire in the Blood,"$28,948","Comedy, Romance"
4234,Multiple Sarcasms,"$28,943",Documentary
4235,Calla Lily,"$28,899",Drama
4236,Kuai shou qiang shou kuai qiang shou,"$28,892",Drama
4237,The Son of No One,"$28,870","Drama, Horror, Mystery"
4238,Last Fool Show,"$28,828","Action, Crime"
4239,Deux de la Vague,"$28,808",Documentary
4240,La belle endormie,"$28,791","Action, Comedy"
4241,The Son of Joseph,"$28,753","Comedy, Crime, Drama"
4242,Berlin Syndrome,"$28,660","Documentary, Drama"
4243,Extraordinary Mission,"$28,649","Drama, History"
