,Movie Title,Gross Revenue (USD),Genre,Runtime (min),IMDB Rating
4042,The Art of the Steal,"$61,446",Drama,90.0,6.3
4043,Donald Cried,"$61,309","Romance, Sci-Fi, Thriller",85.0,6.5
4044,Never Goin' Back,"$61,271","Documentary, Music",85.0,6.0
4045,Too Late,"$60,438","Documentary, Biography, Drama",107.0,6.7
4046,How I Live Now,"$60,213",Documentary,101.0,6.5
4047,Presenting Princess Shaw,"$60,197",Drama,83.0,6.8
4048,Bowl of Dreams,"$60,000",Drama,120.0,7.3
4049,The Force,"$59,912",Documentary,92.0,6.7
4050,Siddharth,"$59,808","Comedy, Drama",96.0,7.3
4051,3,"$59,774","Comedy, Drama",119.0,6.7
4055,Where Is Kyra?,"$59,717","Drama, Fantasy, Romance",98.0,5.6
4056,Limelight,"$59,654","Comedy, Crime, Drama",103.0,6.7
4058,Bicycling with Molière,"$59,624","Comedy, Drama, Music",104.0,6.6
4059,Cheap Thrills,"$59,379","Documentary, History, Music",88.0,6.7
4060,Bomb City,"$59,329",Documentary,95.0,6.9
4061,Frontera,"$59,306","Documentary, Biography, Drama",103.0,6.6
4063,Bang! The Bert Berns Story,"$59,299","Documentary, Biography, Crime",94.0,7.9
4064,Viper Club,"$59,130",Documentary,109.0,5.6
4065,Let the Fire Burn,"$59,033","Documentary, Family, News",88.0,7.8
4066,Gregory Crewdson: Brief Encounters,"$58,978","Action, Sci-Fi, Thriller",78.0,7.4
4067,Crime After Crime,"$58,840","Comedy, Horror",95.0,7.6
4068,Sagrada: The Mystery of Creation,"$58,755","Drama, Fantasy, Mystery",89.0,6.5
4069,Sweet Dreams,"$58,344",Documentary,84.0,7.7
4072,Lost Woods,"$58,240","Comedy, Drama, Romance",88.0,2.3
4073,Cynthia,"$58,177",Drama,89.0,4.5
4074,Faust,"$58,104","Documentary, Biography, Sport",140.0,6.6
4076,In Search of Greatness,"$58,090","Documentary, History",77.0,6.3
4077,A Faithful Man,"$58,049","Biography, Drama, History",75.0,6.3
4078,I Smile Back,"$57,678","Adventure, Comedy, Drama",85.0,6.1
4079,The Trials of Muhammad Ali,"$57,579","Drama, Western",86.0,7.4
4080,Harvest of Empire,"$57,566","Adventure, Comedy, Drama",90.0,7.7
4081,Woman Walks Ahead,"$57,528",Documentary,101.0,6.6
4082,The Duel,"$57,443",Documentary,110.0,5.8
4083,Ramen Heads,"$57,345","Drama, Horror, Mystery",93.0,7.1
4084,In My Sleep,"$57,190",Drama,104.0,5.5
4085,Do I Sound Gay?,"$57,000",Drama,77.0,5.6
4086,God of Vampires,"$56,705","Horror, Sci-Fi, Thriller",144.0,4.0
4087,Borgman,"$56,474","Crime, Drama, Thriller",113.0,6.8
4088,Max Rose,"$56,365","Documentary, News",83.0,6.3
4089,Beyond the Black Rainbow,"$56,129","Documentary, News",110.0,6.0
4090,Go for Sisters,"$55,963",Documentary,123.0,6.4
4091,Farmageddon,"$55,839",Documentary,86.0,7.1
4092,Cooties,"$55,749",Documentary,88.0,5.7
4093,Terms and Conditions May Apply,"$55,594",Drama,79.0,7.4
4094,The Gardener,"$55,523",Documentary,87.0,6.5
4096,Finding Joe,"$55,518","Comedy, Drama",80.0,6.8
4097,The Paris Opera,"$55,482","Comedy, Drama",110.0,7.1
4098,Flowers,"$55,479","Comedy, Romance",110.0,6.8
4101,Heavy Water,"$55,446","Documentary, History, News",93.0,7.6
4103,C.O.G.,"$55,301","Documentary, Thriller",88.0,5.6
4104,Reality,"$55,261",Documentary,116.0,6.8
4107,Korengal,"$55,200","Drama, Mystery, Thriller",84.0,6.8
4108,The Lovers & the Despot,"$55,180",Drama,98.0,6.5
4109,Into Eternity: A Film for the Future,"$55,167","Crime, Drama, Mystery",75.0,7.4
4110,Clown,"$55,007","Drama, Fantasy, Horror",100.0,5.7
4111,Operation Avalanche,"$55,000",Drama,94.0,6.0
4112,The Mountain,"$54,739","Drama, Mystery, Romance",80.0,6.1
4118,Regression,"$54,734","Drama, History, Romance",106.0,5.7
4119,Evidence of a Haunting,"$54,474","Drama, Romance",80.0,2.7
4120,Ilo Ilo,"$54,071",Drama,99.0,7.3
4121,My King,"$53,809","Action, Crime, Thriller",124.0,7.1
4122,Leonie!,"$53,692","Drama, Romance",93.0,4.9
4123,The Turin Horse,"$53,690","Comedy, Drama",155.0,7.8
4124,Beloved Sisters,"$53,686","Documentary, Comedy, Drama",138.0,6.1
4125,Line of Duty,"$53,668","Documentary, Adventure, News",100.0,5.2
4126,Half of a Yellow Sun,"$53,645",Drama,111.0,6.1
4127,Dirty Girl,"$53,630","Documentary, Music",90.0,6.5
4128,The Other F Word,"$53,214","Drama, Romance",98.0,7.3
4129,An Inconsistent Truth,"$53,109","Biography, Drama, Music",89.0,6.2
4130,Aloft,"$52,961","Action, History",112.0,5.3
4131,Twiceland,"$52,874","Drama, Fantasy, Horror",,9.1
4132,Being 17,"$52,713",Drama,116.0,7.2
4133,Django,"$52,692",Documentary,117.0,6.2
4134,God of War,"$52,659","Action, Comedy",128.0,6.4
4135,Red Lights,"$52,624","Comedy, Drama",114.0,6.2
4136,L'attesa,"$52,407","Comedy, Fantasy",100.0,6.6
4137,Extra Service,"$51,903",Action,103.0,4.9
4138,Occupy Unmasked,"$51,787",Documentary,76.0,5.1
4139,Cemetery of Splendor,"$51,765","Short, Musical",122.0,6.8
4140,Badrinath,"$51,546","Documentary, Sport",140.0,4.4
4141,The Lottery,"$51,542",Drama,81.0,7.1
4142,To Be Takei,"$51,481","Drama, History, Romance",94.0,6.9
4143,Venus and Serena,"$51,000",Documentary,99.0,6.2
4144,Ophelia,"$50,722","Action, Western",114.0,6.9
4145,Hateship Loveship,"$50,573","Drama, Romance",104.0,6.2
4146,Keep Quiet,"$50,451","Adventure, Drama, Western",90.0,6.8
4147,In a Valley of Violence,"$50,381","Drama, Romance",104.0,6.0
4148,The Retrieval,"$50,257","Action, Adventure, Comedy",92.0,6.6
4149,Black '47,"$50,026",Drama,100.0,6.8
4150,The Discoverers,"$50,020","Action, Adventure, Comedy",104.0,5.6
4151,Porcupine Lake,"$50,000","Comedy, Romance",85.0,5.2
4152,Fiddlin',"$50,000","Documentary, Adventure, Biography",,9.6
4153,Turbo Kid,"$50,000","Drama, Thriller",93.0,6.7
4154,At Middleton,"$49,953","Horror, Romance, Sci-Fi",99.0,6.5
4155,The Last Man on the Moon,"$49,672","Documentary, Biography, Crime",95.0,7.4
4156,The Canyons,"$49,494","Adventure, Drama, Mystery",99.0,3.8
4157,Fatima,"$49,086","Comedy, Drama",79.0,6.4
4158,Spring,"$48,949","Documentary, Family, Western",109.0,6.7
4159,The Internet's Own Boy: The Story of Aaron Swartz,"$48,911",Documentary,105.0,8.1
4160,The Ornithologist,"$48,837","Drama, Family, Music",117.0,6.3
4161,The Bag Man,"$48,817","Comedy, Drama",108.0,5.2
4162,American Mustang,"$48,700","Action, Drama, History",72.0,7.3
4163,The China Hustle,"$48,650",Drama,82.0,7.1
4164,The One I Wrote for You,"$48,643","Animation, Adventure, Drama",110.0,6.0
4165,Person to Person,"$48,499","Comedy, Drama",84.0,5.7
4166,The Perfect Host,"$48,430",Drama,93.0,6.8
4168,"Lebanon, Pa.","$48,381","Action, Western",100.0,6.3
4169,Natural Selection,"$48,153","Documentary, Biography, Music",90.0,6.4
4171,Putty Hill,"$48,132",Documentary,85.0,6.0
4172,The Bounty Killer,"$48,091",Documentary,87.0,6.0
4173,Young & Beautiful,"$48,022","Documentary, History",95.0,6.8
4174,"Love, Antosha","$48,021","Documentary, Family, Music",92.0,9.3
4175,The Yes Men Are Revolting,"$48,000","Drama, Fantasy",91.0,6.8
4176,God Loves Uganda,"$47,991","Documentary, Biography, Music",83.0,7.4
4177,Saving Banksy,"$47,965",Documentary,80.0,6.8
4178,Runaway Slave,"$47,813","Drama, War",108.0,6.7
4179,Quest,"$47,807",Documentary,86.0,8.1
4181,Sing Your Song,"$47,718",Documentary,103.0,7.5
4182,Saving Brinton,"$47,419","Documentary, Crime, History",90.0,7.8
4183,"1,000 Times Good Night","$47,331",Drama,117.0,7.1
4184,Surviving Progress,"$47,139",Drama,86.0,7.4
4185,A Master Builder,"$46,874","Documentary, History",130.0,6.1
4186,Over Your Cities Grass Will Grow,"$46,834","Comedy, Drama, Romance",105.0,7.1
4187,Twenty Two,"$46,796",Drama,112.0,7.5
4188,Command and Control,"$46,603",Documentary,92.0,7.3
4189,LOL,"$46,500","Crime, Drama, Romance",97.0,4.4
4190,Margaret,"$46,495",Drama,150.0,6.5
4191,Ma ma,"$46,476","Crime, Drama, Mystery",111.0,6.4
4192,Bigger,"$46,382",Drama,87.0,5.4
4194,William S. Burroughs: A Man Within,"$46,380",Documentary,87.0,7.2
4195,Racer and the Jailbird,"$46,337","Documentary, Biography",130.0,6.4
4196,Under the Silver Lake,"$46,083","Comedy, Family, Fantasy",139.0,6.4
4197,So B. It,"$46,006","Adventure, Family",98.0,6.8
4198,In Jackson Heights,"$45,896","Action, Crime, Drama",190.0,7.2
4199,Hal,"$45,889",Documentary,60.0,6.8
4201,Jewtopia,"$45,660",Comedy,90.0,4.5
4202,Girl Asleep,"$45,650","Crime, Drama, History",77.0,6.2
4203,High on the Hog,"$45,599","Crime, Mystery",85.0,3.7
4204,Summer in the Forest,"$45,542","Drama, Music, Romance",108.0,7.5
4205,3 Weeks in Yerevan,"$45,536",Documentary,,7.3
4206,Texas Killing Fields,"$45,282","Comedy, Mystery",105.0,5.7
4207,Wish You Were Here,"$45,267","Drama, Sci-Fi",89.0,5.9
4209,High Strung,"$45,255",Documentary,96.0,6.5
4210,There's No Place Like Utopia,"$45,254","Documentary, Music",110.0,5.9
4211,Wrong,"$45,209",Thriller,94.0,6.3
4212,Before We Vanish,"$45,190","Comedy, Drama",129.0,5.9
4213,The Proposal,"$45,149","Drama, Family",86.0,5.6
4214,We Are X,"$45,028",Documentary,93.0,7.7
4215,Union Square,"$44,830",Documentary,80.0,5.1
4216,A Kid Like Jake,"$44,824","Documentary, Drama",92.0,5.3
4217,Mademoiselle C,"$44,796",Thriller,93.0,5.7
4218,Ballplayer: Pelotero,"$44,689",Documentary,77.0,7.2
4219,Shanghai,"$44,689","Documentary, Adventure, Biography",105.0,6.4
4221,The Pruitt-Igoe Myth,"$44,683","Biography, Drama, Music",79.0,7.5
4222,Ai Weiwei: The Fake Case,"$44,611","Action, Drama, War",86.0,6.6
4223,Beyond the Reach,"$44,577","Biography, Drama, Romance",91.0,5.6
4224,What Is Democracy?,"$44,536","Documentary, Music",107.0,6.8
4225,The Dog,"$44,532",Drama,,5.1
4227,Low Down,"$44,500",Drama,114.0,6.1
4228,Rodin,"$44,261","Adventure, Drama, History",119.0,4.8
4229,Carmine Street Guitars,"$44,253","Biography, Drama, Romance",80.0,7.6
4230,Entertainment,"$44,242","Drama, Romance",103.0,5.6
4231,What Will People Say,"$44,156","Documentary, History",106.0,7.5
4232,12 O'Clock Boys,"$44,108",Documentary,76.0,6.4
4233,Jack London's Love of Life,"$44,000",Documentary,87.0,7.2
4234,Hitler's Hollywood,"$43,766",Documentary,105.0,6.7
4235,Tickling Giants,"$43,757",Comedy,111.0,8.3
4236,The Extraordinary Voyage,"$43,748","Documentary, Adventure, Comedy",60.0,7.3
4237,My Journey Through French Cinema,"$43,742","Drama, Fantasy, Mystery",201.0,7.6
4238,The Greasy Strangler,"$43,580",Documentary,93.0,5.7
4239,Tomorrow,"$43,471",Documentary,,7.9
4243,Mastizaade,"$43,403","Comedy, Drama",119.0,2.4
4244,Free Trip to Egypt,"$43,365","Documentary, Biography",98.0,8.1
4245,Lost River,"$43,282","Comedy, Drama",95.0,5.8
4246,Money for Nothing,"$43,213","Documentary, Biography",78.0,5.9
4247,Big Men,"$43,191","Documentary, Sport",99.0,7.2
4248,All Together,"$43,180",Drama,96.0,6.7
4249,Antonio Lopez 1970: Sex Fashion & Disco,"$43,169","Drama, Romance",95.0,6.5
4250,Hermia & Helena,"$43,152","Crime, Drama, Thriller",87.0,5.8
4251,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie","$43,108","Biography, Drama, Romance",100.0,6.2
4252,Next Goal Wins,"$43,089","Biography, Drama, History",97.0,7.9
4253,River of Fundament,"$43,057","Drama, Thriller",319.0,7.3
4254,Battlecreek,"$42,884","Comedy, Crime, Mystery",97.0,5.7
4255,First We Take Brooklyn,"$42,812",Drama,91.0,3.8
4256,Vita & Virginia,"$42,741","Adventure, Drama, Thriller",110.0,5.3
4257,The Death of Louis XIV,"$42,694","Documentary, Biography, History",115.0,6.8
4258,Woodshock,"$42,603",Documentary,100.0,4.2
4259,Respire,"$42,297",Comedy,87.0,4.3
4260,Zaytoun,"$42,286","Comedy, Horror",110.0,6.6
4261,Danny Says,"$42,237","Comedy, Drama",105.0,6.7
4262,Closet Monster,"$41,866","Comedy, Drama",90.0,7.0
4263,Holla II,"$41,537",Drama,90.0,6.7
4264,One Week and a Day,"$41,528",Drama,98.0,6.7
4265,Blood Ties,"$41,229",Documentary,127.0,6.5
4267,The Comedy,"$41,113",Comedy,95.0,6.4
4268,Seeking Justice,"$41,081","Drama, Thriller",105.0,6.2
4269,Western,"$41,072","Documentary, Action, History",92.0,6.0
4271,Interior. Leather Bar.,"$40,862","Documentary, Biography, Sport",60.0,5.1
4272,Last Call at the Oasis,"$40,846","Action, Adventure, Comedy",105.0,7.4
4273,Hellion,"$40,753","Action, Mystery, Thriller",99.0,6.1
4274,Hell and Back Again,"$40,634",Comedy,88.0,6.5
4275,Nowitzki: The Perfect Shot,"$40,602","Documentary, Animation",105.0,7.6
4276,Wild Oats,"$40,598",Documentary,86.0,5.6
4277,The FP,"$40,557","Romance, Thriller",82.0,5.6
4278,Slut in a Good Way,"$40,513","Drama, Romance",89.0,6.8
4279,Liyana,"$40,413","Action, Adventure, Horror",77.0,7.3
4280,Louder Than a Bomb,"$40,362","Drama, Sci-Fi",99.0,7.5
4281,Road to Nowhere,"$40,294",Comedy,121.0,5.5
4282,Language of a Broken Heart,"$40,293","Documentary, Drama, History",100.0,5.8
4283,The Beautiful Risk,"$40,254","Drama, Music",91.0,7.9
4284,Aftershock,"$40,179","Comedy, Drama, Horror",135.0,7.6
4286,Aniara,"$40,124","Drama, Mystery",106.0,6.6
4287,Humor Me,"$40,099","Documentary, Biography",93.0,5.9
4288,Unrest,"$40,081",Documentary,98.0,7.8
4290,CBGB,"$40,040",Drama,102.0,6.6
4291,The Last Circus,"$40,029",Comedy,107.0,6.6
4292,Submission,"$39,985","Action, Biography, Crime",106.0,5.5
4294,Addiction Incorporated,"$39,974","Biography, Crime, Drama",100.0,6.9
4295,GMO OMG,"$39,900",Comedy,90.0,6.5
4296,Decoding Annie Parker,"$39,850",Documentary,91.0,6.3
4297,Walk of Shame,"$39,751","Comedy, Drama, Romance",95.0,6.0
4298,Paan Singh Tomar,"$39,567","Action, Crime, Drama",135.0,8.2
4299,Charlie Says,"$39,502","Documentary, History",104.0,5.6
4300,Is That a Gun in Your Pocket?,"$39,361",Drama,95.0,5.5
4301,Just One Drop,"$39,213","Documentary, Sport",66.0,6.3
4302,The Myth of the American Sleepover,"$39,001","Action, Thriller",96.0,6.3
4303,What Our Fathers Did: A Nazi Legacy,"$38,987","Comedy, Horror",96.0,7.0
4304,The Short Game,"$38,856",Comedy,99.0,7.5
4305,Soldiers of Fortune,"$38,842",Drama,94.0,4.3
4306,Birdboy: The Forgotten Children,"$38,786",Documentary,76.0,7.3
4307,Shed of the Dead,"$38,699",Horror,82.0,5.4
4308,Zilla and Zoe,"$38,609","Documentary, Adventure, Comedy",104.0,7.5
4309,Spa Night,"$38,578",Drama,93.0,5.9
4310,Divide and Conquer: The Story of Roger Ailes,"$38,510","Comedy, Drama",107.0,6.7
4311,Difret,"$38,449",Drama,99.0,6.8
4312,The Fairy,"$38,399",Drama,93.0,6.1
4313,People v. The State of Illusion,"$38,332",Documentary,80.0,7.3
4314,The Woodmans,"$38,330","Comedy, Drama",82.0,7.0
4315,The Commune,"$38,265","Crime, Drama, Thriller",111.0,6.4
4316,When Harry Tries to Marry,"$38,261","Crime, Drama, Mystery",93.0,4.6
4317,Where Soldiers Come From,"$38,151","Action, Biography, Drama",92.0,7.0
4318,Germans & Jews,"$38,100","Documentary, History, Music",76.0,7.6
4319,It's a Disaster,"$38,100",Drama,88.0,6.4
4320,Child of God,"$37,949","Documentary, Crime, History",104.0,5.5
4321,Lila & Eve,"$37,934",Documentary,94.0,5.8
4322,I Am the Blues,"$37,849","Documentary, Biography, History",106.0,7.8
4323,Golden Exits,"$37,801",Comedy,94.0,5.8
4324,Granito,"$37,790","Drama, Romance, Thriller",103.0,7.2
4325,The Heart of Nuba,"$37,788","Documentary, Sport",85.0,9.0
4326,From the Land of the Moon,"$37,757",Documentary,120.0,6.7
4327,Wagner & Me,"$37,745","Documentary, Biography, Comedy",89.0,7.0
4328,Oolong Courtyard: KungFu School,"$37,727","Comedy, Crime, Drama",103.0,4.6
4329,Sleeping Beauty,"$37,710",Sci-Fi,101.0,5.3
4333,Rising from Ashes,"$37,673","Comedy, Drama",82.0,7.5
4334,78/52: Hitchcock's Shower Scene,"$37,664",Drama,91.0,7.3
4335,Paul Williams Still Alive,"$37,649","Comedy, Drama, Music",87.0,6.9
4336,Gray Matter,"$37,537",Documentary,85.0,3.1
4337,Krystal,"$37,516",Documentary,90.0,5.3
4338,On the Beach at Night Alone,"$37,489","Comedy, Crime",101.0,6.8
4339,Rudderless,"$37,440","Comedy, Drama",105.0,7.5
4340,Death by China,"$37,412","Comedy, History",78.0,5.3
4341,School Life,"$37,381","Drama, Romance, Sport",99.0,7.2
4342,NOW: In the Wings on a World Stage,"$37,200",Drama,97.0,7.2
4343,Girls vs Gangsters,"$37,115","Documentary, Music",120.0,3.3
4344,Return of the Hero,"$37,108","Comedy, Drama, Romance",90.0,6.4
4345,Breath,"$37,108","Drama, Family, History",115.0,6.8
4349,A Woman's Life,"$37,062",Documentary,119.0,6.5
4350,Before We Go,"$37,047",Drama,95.0,6.8
4352,This Beautiful Fantastic,"$36,877",Documentary,100.0,6.9
4353,Savannah,"$36,746","Drama, Thriller",101.0,6.0
4354,Searching for Ingmar Bergman,"$36,686","Drama, Romance",99.0,6.7
4355,À tous ceux qui ne me lisent pas,"$36,506","Crime, Drama",107.0,7.6
4356,"No Date, No Signature","$36,444",Documentary,104.0,7.2
4357,Our New President,"$36,382",Comedy,77.0,5.4
4358,Knock Knock,"$36,336","Comedy, Drama",99.0,4.9
4360,The Sower,"$36,233","Documentary, Biography, History",117.0,7.4
4363,Yardie,"$36,012","Animation, Adventure, Comedy",101.0,5.7
4364,Welcome to Leith,"$36,010",Documentary,85.0,7.0
4365,The House of Tomorrow,"$35,821","Comedy, Drama, Romance",64.0,6.8
4367,Mumia: Long Distance Revolutionary,"$35,806",Documentary,120.0,7.6
4368,The Road Movie,"$35,757","Comedy, History, Mystery",67.0,6.4
4369,Sightseers,"$35,722",Documentary,88.0,6.5
4370,Not Cool,"$35,688","Biography, Drama, Family",93.0,4.5
4371,Finders Keepers,"$35,555","Action, Adventure",82.0,6.8
4374,The Raft,"$35,281","Drama, Romance",97.0,6.8
4375,"Kill Me, Deadly","$35,225",Drama,100.0,7.2
4376,Rat Film,"$35,195","Documentary, Biography",82.0,6.6
4377,A Street Cat Named Bob,"$35,070","Documentary, Biography",103.0,7.4
4378,Touchy Feely,"$35,022","Drama, Family, Sport",88.0,5.3
4379,Dancer,"$35,014",Documentary,85.0,7.9
4381,King Georges,"$35,006","Documentary, Biography, Drama",77.0,6.9
4382,Broken Horses,"$35,000",Documentary,101.0,5.7
4383,Redemption,"$34,956","Animation, Action, Adventure",97.0,4.5
4388,Underdogs,"$34,810",Documentary,106.0,6.5
4390,Comic-Con Episode IV: A Fan's Hope,"$34,665",Drama,88.0,7.0
4391,Paul Goodman Changed My Life,"$34,605","Animation, Action, Adventure",89.0,6.5
4392,This Ain't No Mouse Music,"$34,555","Comedy, Crime, Drama",92.0,7.4
4393,Rakuen Tsuiho: Expelled from Paradise,"$34,510","Biography, Comedy, Drama",104.0,6.8
4394,Boxing Gym,"$34,502","Action, Comedy, Horror",91.0,7.1
4395,24 Frames,"$34,482",Drama,114.0,6.9
4396,Filth,"$34,321","Documentary, History",97.0,7.1
4397,Eisenstein in Guanajuato,"$34,282","Animation, Music",105.0,6.3
4398,Holy Hell,"$34,215","Adventure, Comedy, Fantasy",89.0,6.0
4402,Songs My Brothers Taught Me,"$34,195","Crime, Drama",98.0,6.8
4403,Orchestra of Exiles,"$34,188","Comedy, Mystery",85.0,6.7
4404,Censored Voices,"$34,151","Drama, Romance",84.0,7.4
4405,Dave Made a Maze,"$34,117",Horror,80.0,6.2
4406,Starred Up,"$34,100","Adventure, Drama, History",106.0,7.4
4407,The Forbidden Room,"$34,043","Drama, Romance",130.0,6.1
4408,Open,"$34,022","Drama, Mystery, Thriller",88.0,5.3
4410,The Wild Pear Tree,"$34,014",Comedy,188.0,8.2
4411,Killer Unicorn,"$33,901","Documentary, Biography, Romance",74.0,7.2
4412,The Road to Freedom,"$33,893",Documentary,93.0,6.0
4413,Big Sur,"$33,621","Drama, War",81.0,5.8
4414,White Bird in a Blizzard,"$33,518","Drama, Horror, Thriller",91.0,6.4
4415,Making the Boys,"$33,443","Crime, Drama, Horror",90.0,6.1
4416,Far Out Isn't Far Enough: The Tomi Ungerer Story,"$33,428","Comedy, Drama",98.0,7.7
4417,Big Bad Wolves,"$33,232","Biography, Comedy, Drama",110.0,6.8
4418,The Unknowns,"$33,145",Documentary,85.0,8.8
4419,Super Dark Times,"$33,109",Drama,103.0,6.6
4420,The Intervention,"$32,919","Comedy, Drama, Romance",90.0,6.1
4421,Gosanja: Dae-dong-yeo Ji-do,"$32,893","Drama, Mystery, Romance",129.0,5.8
4422,Queen & Country,"$32,869",Drama,114.0,6.2
4423,Bert Stern: Original Madman,"$32,864",Drama,89.0,6.6
4424,Lucky Them,"$32,853","Drama, Horror, Mystery",97.0,6.1
4425,Last Cab to Darwin,"$32,848","Comedy, Romance",123.0,7.2
4426,The Duke of Burgundy,"$32,630",Documentary,104.0,6.6
4427,Sollers Point,"$32,608","Drama, Thriller",101.0,5.7
4428,An Elephant Sitting Still,"$32,556","Drama, Thriller",230.0,7.9
4429,I Give It a Year,"$32,514","Drama, Mystery",97.0,5.7
4430,Spettacolo,"$32,494","Crime, Mystery, Thriller",91.0,7.2
4431,An Acceptable Loss,"$32,427","Drama, Romance, Sci-Fi",102.0,4.8
4432,Neighboring Sounds,"$32,240",Documentary,131.0,7.1
4433,Oneului yeonae,"$32,211","Documentary, Biography",118.0,6.3
4434,Goodland,"$32,140","Comedy, Drama, Romance",84.0,5.3
4435,Equals,"$32,095","Animation, Family",116.0,7.1
4437,Brimstone & Glory,"$32,059","Documentary, Biography, Drama",67.0,7.3
4438,Moynihan,"$31,970",Drama,102.0,7.0
4439,October,"$31,870","Adventure, Thriller",83.0,6.4
4442,Amira & Sam,"$31,849","Comedy, Drama, Romance",90.0,6.2
4443,The Hero of Color City,"$31,826","Drama, Romance",77.0,4.0
4444,Running from Crazy,"$31,761",Drama,100.0,6.6
4445,Film socialisme,"$31,733","Comedy, Crime, Romance",102.0,5.8
4446,Table No. 21,"$31,658","Documentary, Biography, History",108.0,7.1
4447,Meet Monica Velour,"$31,649","Documentary, Biography, History",96.0,5.8
4448,Musical Chairs,"$31,478",Documentary,102.0,4.9
4450,¡He matado a mi marido!,"$31,409","Fantasy, Horror, Musical",108.0,7.5
4451,Sidemen: Long Road to Glory,"$31,399",Drama,77.0,8.0
4452,The Autobiography of Nicolae Ceausescu,"$31,396","Documentary, Biography, History",180.0,7.7
4453,Whores' Glory,"$31,313","Horror, Thriller",110.0,7.2
4454,Song One,"$31,250","Comedy, Drama, Romance",86.0,5.8
4455,Good Manners,"$31,177","Drama, Western",135.0,6.9
4456,It Felt Like Love,"$31,173","Crime, Drama",82.0,5.5
4457,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'","$31,135","Drama, Romance",78.0,7.4
4458,7 Witches,"$31,100","Drama, Horror, Thriller",75.0,3.6
4459,Signature Move,"$31,080",Romance,80.0,5.7
4460,Poor Boy,"$31,031","Crime, Drama",104.0,4.3
4461,Dark is the Night,"$31,000","Animation, Action, Adventure",115.0,6.3
4462,Falling Overnight,"$31,000",Comedy,86.0,6.8
4463,Under the Shadow,"$30,999","Drama, Music",84.0,6.9
4464,Vince & Kath & James,"$30,992","Crime, Drama, Thriller",116.0,6.9
4465,A Ciambra,"$30,988",Documentary,118.0,6.9
4466,Phantom Boy,"$30,987","Documentary, Biography",84.0,6.6
4467,Ang babae sa septic tank 2: #ForeverIsNotEnough,"$30,985","Biography, Drama",90.0,5.2
4468,As I Open My Eyes,"$30,924","Drama, History, Horror",102.0,6.8
4469,Small Town Murder Songs,"$30,858","Drama, Romance",75.0,5.9
4470,GasLand,"$30,846","Drama, Romance",107.0,7.7
4471,Pasolini,"$30,757","Horror, Sci-Fi, Thriller",84.0,5.8
4472,A Field in England,"$30,716","Action, Crime, Drama",90.0,6.3
4473,The Wound,"$30,678","Documentary, Biography, Music",88.0,6.7
4474,Sorry Angel,"$30,628",Drama,132.0,6.8
4475,XX,"$30,611","Comedy, Drama",80.0,4.6
4476,The Bay,"$30,474","Drama, Thriller",84.0,5.6
4477,The Power of Few,"$30,444","Documentary, Biography, History",96.0,5.2
4478,Hit So Hard,"$30,402","Documentary, Biography, Drama",103.0,6.9
4479,Sophie and the Rising Sun,"$30,348","Comedy, Drama, Mystery",105.0,6.6
4480,Happy Christmas,"$30,312","Action, Thriller",82.0,5.5
4481,Nocturama,"$30,157","Documentary, Drama, Family",130.0,6.5
4482,American Teacher,"$30,150",Drama,81.0,6.9
4483,Khodorkovsky,"$30,144","Drama, Romance",111.0,7.0
4484,Muran,"$30,116","Biography, Drama, History",103.0,6.5
4485,The Seventh Fire,"$30,112","Action, Comedy, Drama",76.0,6.1
4486,The Desert Bride,"$30,110",Documentary,78.0,6.4
4487,Afterimage,"$30,093","Animation, Biography, Drama",98.0,7.1
4488,Buddy,"$29,838",Documentary,,4.7
4491,The Club,"$29,756",Drama,98.0,7.2
4492,Buñuel in the Labyrinth of the Turtles,"$29,700",Documentary,80.0,7.4
4493,No Greater Love,"$29,639","Comedy, Crime",109.0,6.0
4495,Hide Away,"$29,604",Documentary,88.0,5.7
4496,A Fierce Green Fire,"$29,570","Comedy, Drama",101.0,6.7
4497,The Dog Wedding,"$29,495",Documentary,96.0,8.6
4498,Paulette,"$29,494",Drama,87.0,6.6
4499,In Pursuit of Silence,"$29,440",Documentary,81.0,7.1
4500,Charm City,"$29,335","Documentary, Drama, Sport",108.0,7.9
4501,Lemon,"$29,258","Comedy, Horror, Thriller",85.0,8.1
4503,Time to Choose,"$29,233",Horror,100.0,7.5
4504,Runoff,"$29,227","Drama, Family, Romance",90.0,5.8
4505,"Westwood: Punk, Icon, Activist","$29,213","Documentary, History",83.0,5.9
4506,180° South,"$29,084",Drama,85.0,7.6
4507,The Trouble with Barry,"$29,058",Drama,88.0,6.2
4508,Her Cry: La Llorona Investigation,"$29,000","Action, Comedy",89.0,3.7
4509,A Long Way Off,"$28,951","Action, Crime, Drama",105.0,4.4
4510,Fire in the Blood,"$28,948","Comedy, Romance",87.0,7.7
4511,Multiple Sarcasms,"$28,943",Documentary,97.0,4.9
4512,Calla Lily,"$28,899",Drama,83.0,6.3
4513,The Son of No One,"$28,870","Drama, Horror, Mystery",90.0,5.1
4514,Last Fool Show,"$28,828","Action, Crime",110.0,6.3
4515,The Son of Joseph,"$28,753","Comedy, Crime, Drama",113.0,6.6
4516,Berlin Syndrome,"$28,660","Documentary, Drama",116.0,6.3
