,Movie Title,Gross Revenue (USD),Genre,Runtime (min),IMDB Rating
1457,The Danish Girl,"$11,114,018","Biography, Drama, Romance",119.0,7.1
1458,Dead Awake,"$11,108,321","Horror, Thriller",93.0,4.5
1460,Hell Fest,"$11,107,431","Horror, Thriller",89.0,5.5
1461,Café Society,"$11,103,205","Comedy, Drama, Romance",96.0,6.6
1462,Pride and Prejudice and Zombies,"$10,907,291","Action, Comedy, Fantasy",108.0,5.8
1463,Dead Man Down,"$10,880,926","Action, Crime, Drama",118.0,6.5
1464,Welcome to Marwen,"$10,763,520","Biography, Comedy, Drama",116.0,6.1
1465,The Darkness,"$10,732,841","Horror, Thriller",92.0,4.4
1467,Belle,"$10,726,630","Biography, Drama, Romance",100.0,7.4
1468,The Drop,"$10,724,389","Crime, Drama, Thriller",106.0,7.1
1469,Drive Angry,"$10,706,786","Action, Fantasy, Thriller",104.0,5.4
1470,The Gunman,"$10,640,645","Action, Crime, Drama",115.0,5.8
1471,Nocturnal Animals,"$10,639,114","Drama, Thriller",116.0,7.5
1472,PK,"$10,616,104","Comedy, Drama, Fantasy",153.0,8.2
1473,The Beguiled,"$10,576,669","Drama, Thriller",93.0,6.3
1474,Jonah Hex,"$10,539,414","Action, Drama, Fantasy",81.0,4.7
1475,Greta,"$10,519,425","Drama, Mystery, Thriller",98.0,6.0
1477,Sabotage,"$10,508,518","Action, Drama, Thriller",109.0,5.7
1478,Magic in the Moonlight,"$10,506,939","Comedy, Drama, Romance",97.0,6.6
1479,Getaway,"$10,494,494","Action, Crime, Thriller",90.0,4.4
1480,Moms' Night Out,"$10,429,707",Comedy,98.0,5.5
1481,Live by Night,"$10,377,558","Action, Crime, Drama",129.0,6.4
1482,Straw Dogs,"$10,324,441","Action, Drama, Thriller",110.0,5.8
1483,The Miracle Season,"$10,225,770","Drama, Sport",101.0,6.5
1484,Unfinished Business,"$10,214,013","Comedy, Drama",91.0,5.4
1486,The Best of Enemies,"$10,205,616","Biography, Drama, History",133.0,6.8
1487,Win Win,"$10,179,275","Comedy, Drama, Sport",106.0,7.2
1489,The Belko Experiment,"$10,164,675","Horror, Thriller",89.0,6.1
1490,Hoodwinked Too! Hood vs. Evil,"$10,143,779","Animation, Comedy, Crime",86.0,4.8
1491,The Walk,"$10,137,502","Adventure, Biography, Drama",89.0,6.8
1493,Prom,"$10,130,219","Comedy, Drama, Family",104.0,5.4
1494,Marshall,"$10,051,659","Biography, Crime, Drama",118.0,7.2
1495,The Lady in the Van,"$10,017,675","Biography, Comedy, Drama",104.0,6.7
1496,Blue Valentine,"$9,737,892","Drama, Romance",112.0,7.4
1497,I Don't Know How She Does It,"$9,659,074","Comedy, Romance",89.0,4.9
1498,The Perfect Match,"$9,658,370","Comedy, Romance",96.0,4.9
1499,Hotel Mumbai,"$9,651,611","Action, Drama, History",123.0,7.7
1500,The Wife,"$9,601,092",Drama,99.0,7.2
1501,Midnight Sun,"$9,561,064","Drama, Romance",91.0,6.6
1502,Fair Game,"$9,528,092","Biography, Drama, Thriller",108.0,6.8
1504,Bullet to the Head,"$9,483,821","Action, Crime, Thriller",92.0,5.7
1505,Thank You for Your Service,"$9,467,000","Biography, Drama, War",88.0,7.7
1507,Rock Dog,"$9,404,922","Animation, Adventure, Comedy",90.0,5.9
1508,Fun Size,"$9,402,410","Adventure, Comedy",86.0,5.4
1509,Popstar: Never Stop Never Stopping,"$9,393,835","Comedy, Music",87.0,6.7
1510,Hardcore Henry,"$9,252,038","Action, Adventure, Sci-Fi",96.0,6.7
1511,Tully,"$9,227,130","Comedy, Drama, Mystery",95.0,7.0
1512,Bernie,"$9,203,192","Biography, Comedy, Crime",99.0,6.8
1513,Traffik,"$9,186,156","Action, Crime, Drama",96.0,6.0
1514,Peeples,"$9,123,834","Comedy, Romance",95.0,5.3
1515,Meet the Blacks,"$9,093,856","Comedy, Horror",94.0,5.9
1516,Huevos: Little Rooster's Egg-cellent Adventure,"$9,069,010","Animation, Adventure, Comedy",98.0,5.8
1517,Apollo 11,"$9,039,891","Documentary, History",93.0,8.4
1518,Salmon Fishing in the Yemen,"$9,025,107","Comedy, Drama, Romance",107.0,6.8
1519,Brave New Jersey,"$8,918,944",Comedy,86.0,5.4
1520,Battle of the Year,"$8,888,355","Drama, Music",110.0,5.1
1521,Movie 43,"$8,828,771",Comedy,94.0,4.3
1522,Queen of Katwe,"$8,805,918","Biography, Drama, Sport",124.0,7.4
1523,Can You Ever Forgive Me?,"$8,803,865","Biography, Comedy, Crime",106.0,7.2
1524,Unfriended: Dark Web,"$8,783,985","Horror, Mystery, Thriller",92.0,5.9
1525,The Lobster,"$8,699,235","Comedy, Drama, Romance",119.0,7.1
1526,Adam Green's Aladdin,"$8,600,000","Adventure, Comedy, Drama",82.0,6.4
1527,The Lost City of Z,"$8,580,410","Biography, Drama, History",141.0,6.6
1528,Ratchet & Clank,"$8,549,740","Animation, Action, Adventure",94.0,5.6
1529,Serenity,"$8,547,045","Drama, Mystery, Thriller",106.0,5.3
1530,The Quiet Ones,"$8,496,112","Horror, Mystery, Thriller",,5.8
1532,Legends of Oz: Dorothy's Return,"$8,462,027","Animation, Adventure, Family",88.0,5.5
1533,MacGruber,"$8,460,995","Action, Comedy, Romance",90.0,5.5
1534,Amy,"$8,413,144","Documentary, Biography, Music",128.0,7.8
1536,Mandela: Long Walk to Freedom,"$8,323,085","Biography, Drama, History",141.0,7.1
1537,Johnny English Reborn,"$8,305,970","Action, Adventure, Comedy",101.0,6.3
1538,Early Man,"$8,267,544","Animation, Adventure, Comedy",89.0,6.1
1539,Higher Power,"$8,234,245","Action, Sci-Fi, Thriller",93.0,5.3
1540,Bajrangi Bhaijaan,"$8,178,001","Action, Comedy, Drama",163.0,8.0
1541,Before Midnight,"$8,114,627","Drama, Romance",109.0,7.9
1542,Inherent Vice,"$8,110,975","Comedy, Crime, Drama",148.0,6.7
1543,A Cure for Wellness,"$8,106,986","Drama, Fantasy, Horror",146.0,6.4
1544,The Death of Stalin,"$8,041,828","Comedy, Drama, History",107.0,7.2
1545,Dhoom 3,"$8,031,955","Action, Thriller",172.0,5.4
1546,Machete Kills,"$8,008,161","Action, Crime, Thriller",107.0,5.6
1547,Jerusalem,"$7,993,108",Documentary,44.0,7.3
1548,The Wild Life,"$7,965,609","Animation, Adventure, Comedy",91.0,5.4
1549,Arbitrage,"$7,918,283","Drama, Thriller",107.0,6.6
1550,Sanju,"$7,909,317","Biography, Drama",155.0,7.9
1551,The Space Between Us,"$7,885,294","Drama, Romance, Sci-Fi",120.0,6.4
1552,Trumbo,"$7,857,741","Biography, Drama",124.0,7.5
1553,Vampire Academy,"$7,791,979","Action, Comedy, Drama",104.0,5.5
1554,Bad Words,"$7,764,027","Comedy, Drama",89.0,6.7
1555,Anna,"$7,743,794","Action, Thriller",99.0,6.5
1561,Unsane,"$7,732,899","Drama, Horror, Mystery",98.0,6.4
1562,Kevin Hart: Laugh at My Pain,"$7,706,436","Documentary, Comedy",89.0,7.4
1563,Penguins,"$7,699,452","Documentary, Family",76.0,6.8
1564,Loving,"$7,696,098","Biography, Drama, Romance",105.0,7.1
1567,We Have Always Lived in the Castle,"$7,668,933","Drama, Mystery, Thriller",90.0,5.5
1568,Beautiful Boy,"$7,649,973","Biography, Drama",120.0,7.3
1572,Journey to the South Pacific,"$7,647,100",Documentary,40.0,6.5
1573,Mortdecai,"$7,605,668","Action, Adventure, Comedy",107.0,5.5
1574,Promised Land,"$7,597,898",Drama,106.0,6.6
1575,While We're Young,"$7,574,066","Comedy, Drama, Mystery",97.0,6.3
1576,Barney's Version,"$7,502,560","Comedy, Drama",134.0,7.3
1577,Cyrus,"$7,455,447","Comedy, Drama, Romance",87.0,4.7
1579,Disconnect,"$7,435,950","Drama, Thriller",112.0,4.5
1582,I'll See You in My Dreams,"$7,425,963","Comedy, Drama, Romance",92.0,6.7
1583,Paranoia,"$7,376,027","Drama, Thriller",106.0,5.7
1585,Mid90s,"$7,362,439","Comedy, Drama",85.0,7.4
1586,Friends with Kids,"$7,250,054","Comedy, Drama, Romance",107.0,6.1
1587,Let There Be Light,"$7,231,896",Drama,100.0,4.8
1589,Gold,"$7,222,964","Crime, Drama",120.0,6.7
1595,The Big Year,"$7,204,138",Comedy,100.0,6.2
1596,The Green Inferno,"$7,192,291","Adventure, Horror",100.0,5.3
1597,The Little Mermaid,"$7,147,175","Adventure, Drama, Fantasy",85.0,4.2
1598,I Am Not Your Negro,"$7,120,626",Documentary,93.0,7.8
1599,Beatriz at Dinner,"$7,115,854","Comedy, Drama",82.0,6.1
1600,Silence,"$7,100,177","Drama, History",161.0,7.2
1604,A Separation,"$7,098,492",Drama,123.0,8.3
1606,Blackhat,"$7,097,125","Action, Crime, Thriller",133.0,5.4
1607,Black Nativity,"$7,017,178","Drama, Family, Music",93.0,4.6
1608,Our Brand Is Crisis,"$6,998,324","Comedy, Drama",107.0,6.1
1609,Grandma,"$6,980,421","Comedy, Drama",79.0,6.7
1610,Take Me Home Tonight,"$6,923,891","Comedy, Drama, Romance",97.0,6.3
1611,Birth of the Dragon,"$6,901,965","Action, Biography, Drama",95.0,5.4
1612,Shut In,"$6,883,951","Drama, Horror, Mystery",91.0,4.7
1613,The Brothers Grimsby,"$6,864,016","Action, Adventure, Comedy",83.0,6.2
1614,Cedar Rapids,"$6,857,503",Comedy,87.0,6.3
1615,Incendies,"$6,857,096","Drama, Mystery, War",131.0,8.3
1616,The Spectacular Now,"$6,851,969","Comedy, Drama, Romance",95.0,7.1
1617,Dog Days,"$6,809,080","Comedy, Drama, Romance",75.0,8.5
1620,Boy Erased,"$6,788,692","Biography, Drama",115.0,7.0
1621,Conviction,"$6,783,129","Biography, Crime, Drama",107.0,7.2
1623,Me and Earl and the Dying Girl,"$6,743,776","Comedy, Drama",105.0,7.8
1624,Amour,"$6,739,492","Drama, Romance",127.0,7.9
1625,Baahubali: The Beginning,"$6,738,000","Action, Drama",159.0,8.1
1626,Loving Vincent,"$6,735,118","Animation, Biography, Crime",94.0,7.8
1627,Hotel Artemis,"$6,708,147","Action, Crime, Drama",94.0,6.1
1628,The Snowman,"$6,670,765","Crime, Drama, Mystery",119.0,5.1
1629,Seeking a Friend for the End of the World,"$6,619,173","Adventure, Comedy, Drama",101.0,6.7
1630,Sea Rex 3D: Journey to a Prehistoric World,"$6,604,221","Documentary, Short",41.0,6.9
1631,The Grandmaster,"$6,594,959","Action, Biography, Drama",130.0,6.6
1632,The Dead Don't Die,"$6,563,605","Comedy, Fantasy, Horror",105.0,5.7
1633,Bajirao Mastani,"$6,557,047","Action, Drama, History",158.0,7.2
1634,Winter's Bone,"$6,531,503","Drama, Mystery",100.0,7.2
1635,A-X-L,"$6,501,381","Action, Adventure, Family",98.0,5.2
1636,The Young Messiah,"$6,462,576","Drama, Fantasy",111.0,5.6
1637,Run the Race,"$6,424,420","Drama, Sport",101.0,6.0
1638,Same Kind of Different as Me,"$6,423,605","Biography, Drama",119.0,6.5
1639,Little Boy,"$6,420,319","Drama, History, War",106.0,7.4
1640,Waiting for 'Superman',"$6,410,257",Documentary,111.0,7.5
1641,Cantinflas,"$6,370,412","Biography, Comedy, Drama",102.0,6.6
1642,Hyde Park on Hudson,"$6,367,780","Biography, Comedy, Drama",94.0,5.9
1643,Fahrenheit 11/9,"$6,352,306",Documentary,128.0,6.7
1644,It's Kind of a Funny Story,"$6,350,058","Comedy, Drama, Romance",101.0,7.1
1645,Southside with You,"$6,303,853","Biography, Drama, History",84.0,6.3
1646,All Is Lost,"$6,263,670","Action, Adventure, Drama",106.0,6.9
1647,Unbroken: Path to Redemption,"$6,216,488","Biography, Drama, History",98.0,5.8
1648,Sultan,"$6,200,000","Action, Drama, Sport",,4.5
1650,Maudie,"$6,170,998","Biography, Drama, Romance",115.0,7.6
1651,Lowriders,"$6,155,650","Adventure, Crime, Drama",98.0,5.7
1652,The Hurricane Heist,"$6,115,825","Action, Adventure, Crime",103.0,5.1
1653,The Interview,"$6,105,175","Action, Adventure, Comedy",112.0,6.5
1654,Every Day,"$6,102,076","Drama, Fantasy, Romance",93.0,5.8
1656,Just Getting Started,"$6,069,605","Comedy, Crime",91.0,4.4
1657,Leave No Trace,"$6,046,104",Drama,109.0,7.2
1658,Hitchcock,"$6,008,677","Biography, Drama, Romance",98.0,6.8
1659,Chasing Mavericks,"$6,002,756","Biography, Drama, Sport",116.0,7.2
1660,The Sessions,"$6,002,451","Biography, Comedy, Drama",95.0,7.2
1661,The Loft,"$5,981,749","Mystery, Romance, Thriller",108.0,6.3
1662,Captive State,"$5,958,315","Action, Adventure, Drama",109.0,6.9
1663,The Florida Project,"$5,904,366",Drama,111.0,7.6
1664,Casa de mi Padre,"$5,895,238","Comedy, Western",84.0,5.5
1665,Death of a Nation,"$5,885,881","Documentary, History",108.0,4.7
1666,Meet the Mormons,"$5,876,812",Documentary,78.0,6.9
1667,The Wandering Earth,"$5,875,487","Action, Sci-Fi",125.0,6.1
1668,Captain Fantastic,"$5,875,006","Comedy, Drama",118.0,7.9
1669,The Bling Ring,"$5,841,046","Biography, Crime, Drama",90.0,5.6
1670,Pulling Strings,"$5,823,487","Comedy, Romance",111.0,6.0
1671,All Saints,"$5,802,208",Drama,108.0,6.0
1672,Beginners,"$5,790,894","Comedy, Drama, Romance",105.0,7.2
1673,Suburbicon,"$5,775,178","Comedy, Crime, Drama",105.0,5.6
1674,Victor Frankenstein,"$5,775,076","Drama, Horror, Sci-Fi",110.0,6.0
1675,My Hero Academia: Two Heroes,"$5,754,556","Animation, Action, Adventure",96.0,7.8
1676,A Most Violent Year,"$5,740,310","Action, Crime, Drama",125.0,7.0
1677,Orlando,"$5,736,750",Animation,,3.8
1678,Closed Circuit,"$5,733,310","Crime, Drama, Mystery",96.0,6.2
1679,God's Not Dead: A Light in Darkness,"$5,728,940",Drama,105.0,4.5
1680,Kin,"$5,718,096","Action, Adventure, Crime",45.0,8.6
1682,A Dangerous Method,"$5,702,083","Biography, Drama, Romance",99.0,6.4
1683,Flying Monsters 3D with David Attenborough,"$5,685,794",Documentary,40.0,7.6
1684,The Man Who Invented Christmas,"$5,676,486","Biography, Comedy, Drama",104.0,7.0
1685,For Greater Glory: The True Story of Cristiada,"$5,669,081","Drama, History, War",145.0,6.6
1686,The Warrior's Way,"$5,664,251","Action, Fantasy, Western",100.0,6.3
1687,20th Century Women,"$5,663,855","Comedy, Drama",119.0,7.3
1688,Paris Can Wait,"$5,617,731","Comedy, Drama, Romance",92.0,5.8
1689,Gloria Bell,"$5,611,123","Comedy, Drama, Romance",102.0,6.5
1690,2.0,"$5,570,000","Action, Sci-Fi",148.0,6.6
1691,Gully Boy,"$5,566,534","Drama, Musical",153.0,8.3
1692,Tiger Zinda Hai,"$5,560,921","Action, Adventure, Thriller",161.0,6.1
1693,Cesar Chavez,"$5,550,866","Biography, Drama",102.0,6.4
1694,Stan & Ollie,"$5,470,235","Biography, Comedy, Drama",98.0,7.3
1695,The Guard,"$5,359,774","Comedy, Crime, Thriller",96.0,7.3
1696,October Baby,"$5,355,847",Drama,107.0,6.8
1697,Margin Call,"$5,354,039","Drama, Thriller",107.0,7.1
1698,Danny Collins,"$5,348,317","Biography, Comedy, Drama",106.0,7.0
1699,Won't Back Down,"$5,308,553",Drama,121.0,6.4
1701,Chennai Express,"$5,306,729","Action, Comedy",141.0,6.1
1702,The Skeleton Twins,"$5,283,379","Comedy, Drama, Romance",93.0,6.8
1703,Cave of Forgotten Dreams,"$5,234,785","Documentary, History",90.0,7.4
1704,The Wind Rises,"$5,209,580","Animation, Biography, Drama",126.0,7.8
1705,Hunt for the Wilderpeople,"$5,202,582","Adventure, Comedy, Drama",101.0,7.9
1706,Colette,"$5,137,622","Biography, Drama, History",126.0,6.1
1708,The Company You Keep,"$5,132,442","Drama, Thriller",125.0,6.4
1709,Biutiful,"$5,101,237","Drama, Romance",148.0,7.5
1710,Simmba,"$5,075,611","Action, Comedy, Drama",158.0,6.3
1711,Action Point,"$5,059,608",Comedy,85.0,5.0
1712,The Mustang,"$5,043,620",Drama,96.0,7.2
1713,Beirut,"$5,019,226","Action, Drama, Thriller",109.0,6.4
1714,Your Name.,"$5,017,246","Animation, Drama, Fantasy",106.0,8.4
1715,Gringo,"$4,969,853","Action, Comedy, Crime",111.0,6.1
1717,The Sun Is Also a Star,"$4,950,029","Drama, Music, Romance",100.0,5.5
1718,The Apparition,"$4,930,798","Horror, Thriller",83.0,4.1
1722,Bleed for This,"$4,847,865","Biography, Drama, Sport",117.0,6.8
1723,Dilwale,"$4,830,637","Action, Comedy, Drama",158.0,5.2
1724,Incarnate,"$4,790,573","Horror, Thriller",91.0,5.3
1725,Atlas Shrugged: Part I,"$4,752,353","Drama, Mystery, Sci-Fi",97.0,5.7
1726,Absolutely Fabulous: The Movie,"$4,750,497","Comedy, Crime",91.0,5.4
1727,Samson,"$4,719,928","Action, Drama",110.0,4.4
1729,True Story,"$4,715,819","Crime, Drama, Mystery",99.0,6.3
1731,Hands of Stone,"$4,711,736","Biography, Drama, Sport",111.0,6.6
1732,90 Minutes in Heaven,"$4,700,361",Drama,121.0,4.8
1733,Suffragette,"$4,693,356","Drama, History",106.0,6.9
1734,Fearless,"$4,632,616","Action, Comedy",88.0,6.6
1736,Pavarotti,"$4,600,249","Documentary, Biography, Music",114.0,7.3
1737,Cold War,"$4,572,545","Drama, History, Music",102.0,6.7
1740,Snowpiercer,"$4,563,650","Action, Drama, Sci-Fi",126.0,7.1
1741,Tolkien,"$4,535,154","Biography, Drama, Romance",112.0,7.0
1742,The Last Black Man in San Francisco,"$4,515,719",Drama,120.0,6.7
1743,Anonymous,"$4,463,292","Drama, Thriller",130.0,6.9
1744,Amazing Grace,"$4,446,414","Documentary, Music",89.0,7.8
1745,The Company Men,"$4,439,063",Drama,104.0,6.8
1746,The Railway Man,"$4,438,438","Biography, Drama, Romance",116.0,7.1
1747,The Way,"$4,430,650","Comedy, Drama",123.0,7.4
1750,Don't Think Twice,"$4,417,983","Comedy, Drama",92.0,6.7
1751,Johnny English Strikes Again,"$4,412,170","Action, Adventure, Comedy",89.0,6.2
1752,Dear White People,"$4,404,154","Comedy, Drama, Romance",108.0,6.1
1753,Enthiran,"$4,373,898","Action, Sci-Fi",155.0,7.1
1754,The Biggest Little Farm,"$4,366,949",Documentary,91.0,8.0
1755,Found a Treasure Called Love,"$4,364,639","Action, Drama, Musical",164.0,4.6
1756,Gotti,"$4,343,227","Biography, Crime, Drama",112.0,4.8
1757,Blindspotting,"$4,333,394","Comedy, Crime, Drama",95.0,7.4
1758,Much Ado About Nothing,"$4,327,763","Comedy, Drama, Romance",68.0,4.5
1763,Brian Banks,"$4,316,216","Biography, Drama, Sport",99.0,8.2
1764,Inside Job,"$4,312,735","Documentary, Crime",109.0,8.3
1765,The Meddler,"$4,265,673","Comedy, Drama, Romance",103.0,6.3
1766,45 Years,"$4,250,507","Drama, Romance",91.0,7.1
1767,"Jeff, Who Lives at Home","$4,244,155","Comedy, Drama",83.0,6.5
1768,Ae Dil Hai Mushkil,"$4,237,741","Drama, Music, Musical",158.0,5.8
1769,The Lunchbox,"$4,231,500","Drama, Romance",104.0,7.8
1770,The Book of Henry,"$4,219,536","Crime, Drama, Thriller",105.0,6.6
1771,Greenberg,"$4,216,789","Comedy, Drama, Romance",107.0,6.1
1772,Stronger,"$4,211,129","Biography, Drama",119.0,7.0
1775,Swiss Army Man,"$4,208,879","Comedy, Drama, Fantasy",97.0,7.0
1776,A Hologram for the King,"$4,198,126","Comedy, Drama, Romance",98.0,6.1
1777,The Water Diviner,"$4,190,530","Drama, History, War",111.0,7.1
1778,Uri: The Surgical Strike,"$4,186,168","Action, Drama, War",138.0,8.6
1779,Goon,"$4,168,144","Comedy, Drama, Sport",92.0,6.8
1780,The Raid: Redemption,"$4,105,123","Action, Thriller",101.0,7.6
1781,Life Itself,"$4,102,648","Drama, Romance",121.0,7.8
1785,The Hero,"$4,077,333","Drama, Romance, Western",106.0,8.1
1787,Denial,"$4,072,226","Biography, Drama",109.0,6.7
1789,Frances Ha,"$4,063,238","Comedy, Drama, Romance",86.0,7.4
1790,Replicas,"$4,046,429","Drama, Sci-Fi, Thriller",107.0,5.4
1791,Bully,"$4,038,876",Documentary,98.0,7.4
1796,Please Give,"$4,033,268","Comedy, Drama",87.0,6.6
1797,Irrational Man,"$4,027,764","Comedy, Drama, Romance",95.0,6.6
1798,Buck,"$4,023,123",Documentary,88.0,7.6
1799,My Name Is Khan,"$4,018,695",Drama,165.0,8.0
1801,My Old Lady,"$4,011,530","Comedy, Drama, Romance",107.0,6.3
1802,Safety Not Guaranteed,"$4,010,957","Comedy, Drama, Romance",86.0,7.0
1803,Shame,"$4,000,304",Drama,101.0,7.2
1805,The Investigator,"$4,000,000","Drama, Family, Sport",101.0,5.5
1806,Mr. X,"$3,990,899","Short, Adventure, Sci-Fi",133.0,3.8
1808,Searching for Sugar Man,"$3,965,090","Documentary, Biography, Music",86.0,8.2
1809,Mr. Turner,"$3,958,546","Biography, Drama, History",150.0,6.8
1810,Morgan,"$3,912,052","Action, Horror, Sci-Fi",89.0,6.8
1812,The Assassin's Code,"$3,911,218","Action, Crime, Drama",95.0,5.2
1813,A United Kingdom,"$3,901,302","Biography, Drama, History",111.0,6.8
1814,The Man Who Knew Infinity,"$3,866,794","Biography, Drama",108.0,7.2
1815,Sleight,"$3,847,290","Drama, Sci-Fi",89.0,5.9
1816,Yeh Jawaani Hai Deewani,"$3,827,466","Drama, Musical, Romance",160.0,7.1
1817,Ida,"$3,827,060",Drama,82.0,7.4
1818,Where to Invade Next,"$3,820,195","Documentary, Comedy",120.0,7.5
1819,Max Steel,"$3,818,664","Action, Adventure, Family",92.0,4.6
1820,Norman,"$3,810,812","Drama, Thriller",99.0,6.6
1822,Batman: The Killing Joke,"$3,775,000","Animation, Action, Crime",76.0,6.5
1823,Fading Gigolo,"$3,763,973",Comedy,90.0,6.2
1824,Anomalisa,"$3,759,286","Animation, Comedy, Drama",90.0,7.3
1825,Friend Request,"$3,759,046","Horror, Mystery, Thriller",91.0,4.0
1828,Default,"$3,750,000","Action, Thriller",88.0,4.3
1832,The Cold Light of Day,"$3,749,061","Action, Adventure, Thriller",93.0,4.9
1833,A Monster Calls,"$3,730,982","Adventure, Drama, Family",108.0,7.5
1834,Midnight Special,"$3,707,794","Drama, Mystery, Sci-Fi",112.0,6.6
1835,Ben Is Back,"$3,703,184",Drama,103.0,6.7
1836,Don 2,"$3,680,306","Action, Crime, Thriller",148.0,7.1
1837,Gosnell: The Trial of America's Biggest Serial Killer,"$3,679,893","Crime, Drama",93.0,6.8
1838,Rules Don't Apply,"$3,647,836","Comedy, Drama, Romance",127.0,5.7
1839,Burn the Stage: The Movie,"$3,636,203","Documentary, Music",84.0,8.8
1840,Scouts Guide to the Zombie Apocalypse,"$3,635,292","Action, Comedy, Horror",93.0,6.3
1841,Spare Parts,"$3,610,933",Drama,114.0,7.3
1842,Table 19,"$3,606,977","Comedy, Drama, Romance",87.0,5.8
1843,A la mala,"$3,599,835",Comedy,99.0,6.3
1844,Phoenix Forgotten,"$3,599,570","Horror, Mystery, Sci-Fi",87.0,5.2
1845,Their Finest,"$3,595,841","Comedy, Drama, Romance",117.0,6.8
1846,Calvary,"$3,593,460","Comedy, Drama",102.0,7.4
1847,We Are Your Friends,"$3,590,010","Drama, Music, Romance",96.0,6.2
1848,Wish I Was Here,"$3,588,432","Comedy, Drama",106.0,6.7
1849,The Runaways,"$3,571,735","Biography, Drama, Music",106.0,6.6
1851,Pina,"$3,524,826","Documentary, Music",103.0,7.7
1852,Indivisible,"$3,511,417","Drama, War",78.0,7.2
1855,BTS World Tour: Love Yourself in Seoul,"$3,509,917","Documentary, Music",112.0,8.6
